event_id,timestamp,activity
EV000375,2025-08-30 08:00:00,Put Away
EV000373,2025-08-30 08:00:00,Put Away
EV000377,2025-08-31 00:00:00,Receive Goods
EV000379,2025-08-31 00:00:00,Receive Goods
EV011107,2025-08-31 00:00:00,Create Sales Order
EV012701,2025-08-31 00:00:00,Complete Sale
EV002214,2025-08-31 00:00:00,Receive Goods
EV008629,2025-08-31 00:00:00,Return Product
EV008784,2025-08-31 00:00:00,Ship Product
EV012343,2025-08-31 00:00:00,Create Sales Order
EV000382,2025-08-31 00:00:00,Receive Goods
EV000384,2025-08-31 00:00:00,Receive Goods
EV009144,2025-08-31 00:00:00,Ship Product
EV009145,2025-08-31 00:00:00,Complete Sale
EV007643,2025-08-31 00:00:00,Return Product
EV001730,2025-08-31 00:00:00,Receive Goods
EV013078,2025-08-31 00:00:00,Create Sales Order
EV001288,2025-08-31 00:00:00,Dispatch Delivery
EV002216,2025-08-31 00:00:00,Receive Goods
EV003147,2025-08-31 00:00:00,Create Purchase Order
EV015065,2025-08-31 00:00:00,Complete Sale
EV014215,2025-08-31 00:00:00,Ship Product
EV008048,2025-08-31 00:00:00,Ship Product
EV001044,2025-08-31 00:00:00,Create Purchase Order
EV000064,2025-08-31 00:00:00,Receive Goods
EV000066,2025-08-31 00:00:00,Receive Goods
EV008049,2025-08-31 00:00:00,Complete Sale
EV014026,2025-08-31 00:00:00,Ship Product
EV002818,2025-08-31 00:00:00,Dispatch Delivery
EV012304,2025-08-31 00:00:00,Return Product
EV000534,2025-08-31 00:00:00,Create Purchase Order
EV011111,2025-08-31 01:00:00,Add Sales Order Item
EV013085,2025-08-31 01:00:00,Add Sales Order Item
EV011108,2025-08-31 01:00:00,Add Sales Order Item
EV013082,2025-08-31 01:00:00,Add Sales Order Item
EV012344,2025-08-31 01:00:00,Add Sales Order Item
EV013079,2025-08-31 01:00:00,Add Sales Order Item
EV000535,2025-08-31 04:00:00,Approve Purchase Order
EV003148,2025-08-31 04:00:00,Approve Purchase Order
EV001045,2025-08-31 04:00:00,Approve Purchase Order
EV000378,2025-08-31 08:00:00,Put Away
EV002215,2025-08-31 08:00:00,Put Away
EV002217,2025-08-31 08:00:00,Put Away
EV001731,2025-08-31 08:00:00,Put Away
EV000380,2025-08-31 08:00:00,Put Away
EV000065,2025-08-31 08:00:00,Put Away
EV000067,2025-08-31 08:00:00,Put Away
EV000383,2025-08-31 08:00:00,Put Away
EV000385,2025-08-31 08:00:00,Put Away
EV004572,2025-09-01 00:00:00,Receive Goods
EV004570,2025-09-01 00:00:00,Receive Goods
EV000536,2025-09-01 00:00:00,Add PO Item
EV003824,2025-09-01 00:00:00,Receive Goods
EV000100,2025-09-01 00:00:00,Receive Goods
EV000312,2025-09-01 00:00:00,Receive Goods
EV000102,2025-09-01 00:00:00,Receive Goods
EV005840,2025-09-01 00:00:00,Ship Product
EV001035,2025-09-01 00:00:00,Create Purchase Order
EV006904,2025-09-01 00:00:00,Complete Sale
EV009591,2025-09-01 00:00:00,Create Sales Order
EV002541,2025-09-01 00:00:00,Receive Goods
EV009667,2025-09-01 00:00:00,Ship Product
EV008051,2025-09-01 00:00:00,Ship Product
EV002611,2025-09-01 00:00:00,Receive Goods
EV008052,2025-09-01 00:00:00,Complete Sale
EV003149,2025-09-01 00:00:00,Add PO Item
EV002613,2025-09-01 00:00:00,Receive Goods
EV001046,2025-09-01 00:00:00,Add PO Item
EV001464,2025-09-01 00:00:00,Dispatch Delivery
EV004210,2025-09-01 00:00:00,Dispatch Delivery
EV006570,2025-09-01 00:00:00,Complete Sale
EV009592,2025-09-01 01:00:00,Add Sales Order Item
EV001036,2025-09-01 04:00:00,Approve Purchase Order
EV002612,2025-09-01 08:00:00,Put Away
EV004573,2025-09-01 08:00:00,Put Away
EV000313,2025-09-01 08:00:00,Put Away
EV000103,2025-09-01 08:00:00,Put Away
EV002614,2025-09-01 08:00:00,Put Away
EV000101,2025-09-01 08:00:00,Put Away
EV002542,2025-09-01 08:00:00,Put Away
EV004571,2025-09-01 08:00:00,Put Away
EV003825,2025-09-01 08:00:00,Put Away
EV002678,2025-09-02 00:00:00,Receive Goods
EV013590,2025-09-02 00:00:00,Ship Product
EV005834,2025-09-02 00:00:00,Ship Product
EV013591,2025-09-02 00:00:00,Complete Sale
EV005841,2025-09-02 00:00:00,Complete Sale
EV002676,2025-09-02 00:00:00,Receive Goods
EV014027,2025-09-02 00:00:00,Complete Sale
EV009664,2025-09-02 00:00:00,Ship Product
EV008095,2025-09-02 00:00:00,Create Sales Order
EV009670,2025-09-02 00:00:00,Ship Product
EV005837,2025-09-02 00:00:00,Ship Product
EV008785,2025-09-02 00:00:00,Complete Sale
EV003982,2025-09-02 00:00:00,Dispatch Delivery
EV009593,2025-09-02 00:00:00,Ship Product
EV001037,2025-09-02 00:00:00,Add PO Item
EV002546,2025-09-02 00:00:00,Dispatch Delivery
EV013080,2025-09-02 00:00:00,Ship Product
EV002219,2025-09-02 00:00:00,Receive Goods
EV002616,2025-09-02 00:00:00,Receive Goods
EV014216,2025-09-02 00:00:00,Complete Sale
EV000896,2025-09-02 00:00:00,Create Purchase Order
EV002618,2025-09-02 00:00:00,Receive Goods
EV002221,2025-09-02 00:00:00,Receive Goods
EV008100,2025-09-02 01:00:00,Add Sales Order Item
EV008096,2025-09-02 01:00:00,Add Sales Order Item
EV000897,2025-09-02 04:00:00,Approve Purchase Order
EV002617,2025-09-02 08:00:00,Put Away
EV002619,2025-09-02 08:00:00,Put Away
EV002677,2025-09-02 08:00:00,Put Away
EV002679,2025-09-02 08:00:00,Put Away
EV002222,2025-09-02 08:00:00,Put Away
EV002220,2025-09-02 08:00:00,Put Away
EV005838,2025-09-03 00:00:00,Complete Sale
EV000899,2025-09-03 00:00:00,Add PO Item
EV009668,2025-09-03 00:00:00,Complete Sale
EV003871,2025-09-03 00:00:00,Create Purchase Order
EV012345,2025-09-03 00:00:00,Ship Product
EV013081,2025-09-03 00:00:00,Complete Sale
EV009671,2025-09-03 00:00:00,Complete Sale
EV001142,2025-09-03 00:00:00,Create Purchase Order
EV013086,2025-09-03 00:00:00,Ship Product
EV013083,2025-09-03 00:00:00,Ship Product
EV001777,2025-09-03 00:00:00,Dispatch Delivery
EV000807,2025-09-03 00:00:00,Dispatch Delivery
EV001053,2025-09-03 00:00:00,Create Purchase Order
EV000898,2025-09-03 00:00:00,Add PO Item
EV001143,2025-09-03 04:00:00,Approve Purchase Order
EV003872,2025-09-03 04:00:00,Approve Purchase Order
EV001054,2025-09-03 04:00:00,Approve Purchase Order
EV003567,2025-09-04 00:00:00,Receive Goods
EV003941,2025-09-04 00:00:00,Receive Goods
EV002825,2025-09-04 00:00:00,Dispatch Delivery
EV003569,2025-09-04 00:00:00,Receive Goods
EV009925,2025-09-04 00:00:00,Create Sales Order
EV011113,2025-09-04 00:00:00,Complete Sale
EV009450,2025-09-04 00:00:00,Create Sales Order
EV000537,2025-09-04 00:00:00,Dispatch Delivery
EV001144,2025-09-04 00:00:00,Add PO Item
EV003873,2025-09-04 00:00:00,Add PO Item
EV011109,2025-09-04 00:00:00,Ship Product
EV011112,2025-09-04 00:00:00,Ship Product
EV002767,2025-09-04 00:00:00,Dispatch Delivery
EV004337,2025-09-04 00:00:00,Receive Goods
EV009594,2025-09-04 00:00:00,Complete Sale
EV005835,2025-09-04 00:00:00,Complete Sale
EV000804,2025-09-04 00:00:00,Dispatch Delivery
EV014590,2025-09-04 00:00:00,Ship Product
EV001038,2025-09-04 00:00:00,Dispatch Delivery
EV010807,2025-09-04 00:00:00,Create Sales Order
EV001055,2025-09-04 00:00:00,Add PO Item
EV013087,2025-09-04 00:00:00,Complete Sale
EV006728,2025-09-04 00:00:00,Create Sales Order
EV012346,2025-09-04 00:00:00,Complete Sale
EV004954,2025-09-04 00:00:00,Dispatch Delivery
EV009665,2025-09-04 00:00:00,Complete Sale
EV000113,2025-09-04 00:00:00,Create Purchase Order
EV013084,2025-09-04 00:00:00,Complete Sale
EV001047,2025-09-04 00:00:00,Dispatch Delivery
EV010808,2025-09-04 01:00:00,Add Sales Order Item
EV009926,2025-09-04 01:00:00,Add Sales Order Item
EV010811,2025-09-04 01:00:00,Add Sales Order Item
EV009454,2025-09-04 01:00:00,Add Sales Order Item
EV006735,2025-09-04 01:00:00,Add Sales Order Item
EV006729,2025-09-04 01:00:00,Add Sales Order Item
EV009451,2025-09-04 01:00:00,Add Sales Order Item
EV006732,2025-09-04 01:00:00,Add Sales Order Item
EV000114,2025-09-04 04:00:00,Approve Purchase Order
EV003570,2025-09-04 08:00:00,Put Away
EV004338,2025-09-04 08:00:00,Put Away
EV003568,2025-09-04 08:00:00,Put Away
EV003942,2025-09-04 08:00:00,Put Away
EV008097,2025-09-05 00:00:00,Ship Product
EV000115,2025-09-05 00:00:00,Add PO Item
EV006302,2025-09-05 00:00:00,Create Sales Order
EV006733,2025-09-05 00:00:00,Ship Product
EV005842,2025-09-05 00:00:00,Create Sales Order
EV012002,2025-09-05 00:00:00,Create Sales Order
EV012856,2025-09-05 00:00:00,Create Sales Order
EV014241,2025-09-05 00:00:00,Create Sales Order
EV010809,2025-09-05 00:00:00,Ship Product
EV010948,2025-09-05 00:00:00,Create Sales Order
EV000900,2025-09-05 00:00:00,Dispatch Delivery
EV006677,2025-09-05 00:00:00,Create Sales Order
EV014245,2025-09-05 01:00:00,Add Sales Order Item
EV005843,2025-09-05 01:00:00,Add Sales Order Item
EV012006,2025-09-05 01:00:00,Add Sales Order Item
EV006681,2025-09-05 01:00:00,Add Sales Order Item
EV014242,2025-09-05 01:00:00,Add Sales Order Item
EV010949,2025-09-05 01:00:00,Add Sales Order Item
EV006303,2025-09-05 01:00:00,Add Sales Order Item
EV006678,2025-09-05 01:00:00,Add Sales Order Item
EV010953,2025-09-05 01:00:00,Add Sales Order Item
EV012003,2025-09-05 01:00:00,Add Sales Order Item
EV012860,2025-09-05 01:00:00,Add Sales Order Item
EV014248,2025-09-05 01:00:00,Add Sales Order Item
EV012857,2025-09-05 01:00:00,Add Sales Order Item
EV000575,2025-09-06 00:00:00,Create Purchase Order
EV003574,2025-09-06 00:00:00,Receive Goods
EV012861,2025-09-06 00:00:00,Ship Product
EV006730,2025-09-06 00:00:00,Ship Product
EV011110,2025-09-06 00:00:00,Complete Sale
EV006736,2025-09-06 00:00:00,Ship Product
EV003153,2025-09-06 00:00:00,Dispatch Delivery
EV002544,2025-09-06 00:00:00,Receive Goods
EV011425,2025-09-06 00:00:00,Return Product
EV008101,2025-09-06 00:00:00,Ship Product
EV006737,2025-09-06 00:00:00,Complete Sale
EV007260,2025-09-06 00:00:00,Create Sales Order
EV013822,2025-09-06 00:00:00,Create Sales Order
EV002770,2025-09-06 00:00:00,Dispatch Delivery
EV012821,2025-09-06 00:00:00,Create Sales Order
EV003150,2025-09-06 00:00:00,Dispatch Delivery
EV006497,2025-09-06 00:00:00,Create Sales Order
EV006734,2025-09-06 00:00:00,Complete Sale
EV010568,2025-09-06 00:00:00,Create Sales Order
EV010779,2025-09-06 00:00:00,Create Sales Order
EV003572,2025-09-06 00:00:00,Receive Goods
EV014188,2025-09-06 00:00:00,Create Sales Order
EV009455,2025-09-06 00:00:00,Ship Product
EV001782,2025-09-06 00:00:00,Dispatch Delivery
EV006682,2025-09-06 00:00:00,Ship Product
EV012862,2025-09-06 00:00:00,Complete Sale
EV014591,2025-09-06 00:00:00,Complete Sale
EV010572,2025-09-06 01:00:00,Add Sales Order Item
EV010569,2025-09-06 01:00:00,Add Sales Order Item
EV007261,2025-09-06 01:00:00,Add Sales Order Item
EV006504,2025-09-06 01:00:00,Add Sales Order Item
EV012822,2025-09-06 01:00:00,Add Sales Order Item
EV010783,2025-09-06 01:00:00,Add Sales Order Item
EV013823,2025-09-06 01:00:00,Add Sales Order Item
EV012825,2025-09-06 01:00:00,Add Sales Order Item
EV010780,2025-09-06 01:00:00,Add Sales Order Item
EV006498,2025-09-06 01:00:00,Add Sales Order Item
EV006501,2025-09-06 01:00:00,Add Sales Order Item
EV014189,2025-09-06 01:00:00,Add Sales Order Item
EV012828,2025-09-06 01:00:00,Add Sales Order Item
EV000576,2025-09-06 04:00:00,Approve Purchase Order
EV003575,2025-09-06 08:00:00,Put Away
EV002545,2025-09-06 08:00:00,Put Away
EV003573,2025-09-06 08:00:00,Put Away
EV006679,2025-09-07 00:00:00,Ship Product
EV008098,2025-09-07 00:00:00,Complete Sale
EV010810,2025-09-07 00:00:00,Complete Sale
EV012849,2025-09-07 00:00:00,Create Sales Order
EV006680,2025-09-07 00:00:00,Complete Sale
EV005374,2025-09-07 00:00:00,Create Purchase Order
EV009927,2025-09-07 00:00:00,Ship Product
EV006683,2025-09-07 00:00:00,Complete Sale
EV003874,2025-09-07 00:00:00,Dispatch Delivery
EV009600,2025-09-07 00:00:00,Create Sales Order
EV009456,2025-09-07 00:00:00,Complete Sale
EV012858,2025-09-07 00:00:00,Ship Product
EV004949,2025-09-07 00:00:00,Receive Goods
EV006731,2025-09-07 00:00:00,Complete Sale
EV000577,2025-09-07 00:00:00,Add PO Item
EV012826,2025-09-07 00:00:00,Ship Product
EV000116,2025-09-07 00:00:00,Dispatch Delivery
EV009698,2025-09-07 00:00:00,Create Sales Order
EV014246,2025-09-07 00:00:00,Ship Product
EV012283,2025-09-07 00:00:00,Create Sales Order
EV009699,2025-09-07 01:00:00,Add Sales Order Item
EV012284,2025-09-07 01:00:00,Add Sales Order Item
EV009604,2025-09-07 01:00:00,Add Sales Order Item
EV012850,2025-09-07 01:00:00,Add Sales Order Item
EV012853,2025-09-07 01:00:00,Add Sales Order Item
EV009601,2025-09-07 01:00:00,Add Sales Order Item
EV005375,2025-09-07 04:00:00,Approve Purchase Order
EV004950,2025-09-07 08:00:00,Put Away
EV005376,2025-09-08 00:00:00,Add PO Item
EV005844,2025-09-08 00:00:00,Ship Product
EV003417,2025-09-08 00:00:00,Create Purchase Order
EV004211,2025-09-08 00:00:00,Receive Goods
EV010570,2025-09-08 00:00:00,Ship Product
EV004213,2025-09-08 00:00:00,Receive Goods
EV014247,2025-09-08 00:00:00,Complete Sale
EV009700,2025-09-08 00:00:00,Ship Product
EV007263,2025-09-08 00:00:00,Complete Sale
EV001145,2025-09-08 00:00:00,Dispatch Delivery
EV007262,2025-09-08 00:00:00,Ship Product
EV012004,2025-09-08 00:00:00,Ship Product
EV000905,2025-09-08 00:00:00,Dispatch Delivery
EV004183,2025-09-08 00:00:00,Receive Goods
EV000495,2025-09-08 00:00:00,Receive Goods
EV012285,2025-09-08 00:00:00,Ship Product
EV002890,2025-09-08 00:00:00,Create Purchase Order
EV010812,2025-09-08 00:00:00,Ship Product
EV010796,2025-09-08 00:00:00,Create Sales Order
EV003827,2025-09-08 00:00:00,Receive Goods
EV003270,2025-09-08 00:00:00,Create Purchase Order
EV005377,2025-09-08 00:00:00,Add PO Item
EV012859,2025-09-08 00:00:00,Complete Sale
EV012827,2025-09-08 00:00:00,Complete Sale
EV004985,2025-09-08 00:00:00,Receive Goods
EV007098,2025-09-08 00:00:00,Create Sales Order
EV014190,2025-09-08 00:00:00,Ship Product
EV008102,2025-09-08 00:00:00,Complete Sale
EV007102,2025-09-08 01:00:00,Add Sales Order Item
EV010797,2025-09-08 01:00:00,Add Sales Order Item
EV007099,2025-09-08 01:00:00,Add Sales Order Item
EV003418,2025-09-08 04:00:00,Approve Purchase Order
EV002891,2025-09-08 04:00:00,Approve Purchase Order
EV003271,2025-09-08 04:00:00,Approve Purchase Order
EV003828,2025-09-08 08:00:00,Put Away
EV004184,2025-09-08 08:00:00,Put Away
EV004214,2025-09-08 08:00:00,Put Away
EV004986,2025-09-08 08:00:00,Put Away
EV004212,2025-09-08 08:00:00,Put Away
EV000496,2025-09-08 08:00:00,Put Away
EV003272,2025-09-09 00:00:00,Add PO Item
EV010781,2025-09-09 00:00:00,Ship Product
EV004952,2025-09-09 00:00:00,Receive Goods
EV010571,2025-09-09 00:00:00,Complete Sale
EV010813,2025-09-09 00:00:00,Complete Sale
EV000540,2025-09-09 00:00:00,Dispatch Delivery
EV002547,2025-09-09 00:00:00,Receive Goods
EV014249,2025-09-09 00:00:00,Ship Product
EV002838,2025-09-09 00:00:00,Create Purchase Order
EV003419,2025-09-09 00:00:00,Add PO Item
EV012007,2025-09-09 00:00:00,Ship Product
EV013824,2025-09-09 00:00:00,Ship Product
EV013435,2025-09-09 00:00:00,Create Sales Order
EV006398,2025-09-09 00:00:00,Create Sales Order
EV012854,2025-09-09 00:00:00,Ship Product
EV010951,2025-09-09 00:00:00,Complete Sale
EV010950,2025-09-09 00:00:00,Ship Product
EV009452,2025-09-09 00:00:00,Ship Product
EV005009,2025-09-09 00:00:00,Receive Goods
EV002892,2025-09-09 00:00:00,Add PO Item
EV005130,2025-09-09 00:00:00,Create Purchase Order
EV009701,2025-09-09 00:00:00,Complete Sale
EV003154,2025-09-09 00:00:00,Receive Goods
EV003151,2025-09-09 00:00:00,Receive Goods
EV005007,2025-09-09 00:00:00,Receive Goods
EV009928,2025-09-09 00:00:00,Complete Sale
EV013436,2025-09-09 01:00:00,Add Sales Order Item
EV013442,2025-09-09 01:00:00,Add Sales Order Item
EV006399,2025-09-09 01:00:00,Add Sales Order Item
EV013439,2025-09-09 01:00:00,Add Sales Order Item
EV002839,2025-09-09 04:00:00,Approve Purchase Order
EV005131,2025-09-09 04:00:00,Approve Purchase Order
EV005008,2025-09-09 08:00:00,Put Away
EV003152,2025-09-09 08:00:00,Put Away
EV003155,2025-09-09 08:00:00,Put Away
EV005010,2025-09-09 08:00:00,Put Away
EV004953,2025-09-09 08:00:00,Put Away
EV002548,2025-09-09 08:00:00,Put Away
EV006305,2025-09-10 00:00:00,Complete Sale
EV001041,2025-09-10 00:00:00,Dispatch Delivery
EV005132,2025-09-10 00:00:00,Add PO Item
EV012829,2025-09-10 00:00:00,Ship Product
EV009602,2025-09-10 00:00:00,Ship Product
EV013648,2025-09-10 00:00:00,Create Sales Order
EV012823,2025-09-10 00:00:00,Ship Product
EV007148,2025-09-10 00:00:00,Create Sales Order
EV012286,2025-09-10 00:00:00,Complete Sale
EV012830,2025-09-10 00:00:00,Complete Sale
EV013544,2025-09-10 00:00:00,Create Sales Order
EV006304,2025-09-10 00:00:00,Ship Product
EV014244,2025-09-10 00:00:00,Complete Sale
EV002823,2025-09-10 00:00:00,Receive Goods
EV013830,2025-09-10 00:00:00,Create Sales Order
EV009605,2025-09-10 00:00:00,Ship Product
EV002821,2025-09-10 00:00:00,Receive Goods
EV010954,2025-09-10 00:00:00,Ship Product
EV002819,2025-09-10 00:00:00,Receive Goods
EV006503,2025-09-10 00:00:00,Complete Sale
EV006502,2025-09-10 00:00:00,Ship Product
EV006499,2025-09-10 00:00:00,Ship Product
EV014191,2025-09-10 00:00:00,Complete Sale
EV010782,2025-09-10 00:00:00,Complete Sale
EV012008,2025-09-10 00:00:00,Complete Sale
EV014243,2025-09-10 00:00:00,Ship Product
EV005776,2025-09-10 00:00:00,Create Sales Order
EV012005,2025-09-10 00:00:00,Complete Sale
EV009603,2025-09-10 00:00:00,Complete Sale
EV001056,2025-09-10 00:00:00,Dispatch Delivery
EV003420,2025-09-10 00:00:00,Dispatch Delivery
EV009453,2025-09-10 00:00:00,Complete Sale
EV002840,2025-09-10 00:00:00,Add PO Item
EV005845,2025-09-10 00:00:00,Complete Sale
EV009330,2025-09-10 00:00:00,Create Sales Order
EV012855,2025-09-10 00:00:00,Complete Sale
EV012928,2025-09-10 00:00:00,Create Sales Order
EV014250,2025-09-10 00:00:00,Complete Sale
EV010573,2025-09-10 00:00:00,Ship Product
EV012929,2025-09-10 01:00:00,Add Sales Order Item
EV013545,2025-09-10 01:00:00,Add Sales Order Item
EV013834,2025-09-10 01:00:00,Add Sales Order Item
EV012932,2025-09-10 01:00:00,Add Sales Order Item
EV007155,2025-09-10 01:00:00,Add Sales Order Item
EV005777,2025-09-10 01:00:00,Add Sales Order Item
EV013548,2025-09-10 01:00:00,Add Sales Order Item
EV007152,2025-09-10 01:00:00,Add Sales Order Item
EV013831,2025-09-10 01:00:00,Add Sales Order Item
EV009334,2025-09-10 01:00:00,Add Sales Order Item
EV013649,2025-09-10 01:00:00,Add Sales Order Item
EV005783,2025-09-10 01:00:00,Add Sales Order Item
EV007149,2025-09-10 01:00:00,Add Sales Order Item
EV009331,2025-09-10 01:00:00,Add Sales Order Item
EV005780,2025-09-10 01:00:00,Add Sales Order Item
EV002820,2025-09-10 08:00:00,Put Away
EV002824,2025-09-10 08:00:00,Put Away
EV002822,2025-09-10 08:00:00,Put Away
EV000810,2025-09-11 00:00:00,Dispatch Delivery
EV006506,2025-09-11 00:00:00,Complete Sale
EV006500,2025-09-11 00:00:00,Complete Sale
EV001050,2025-09-11 00:00:00,Dispatch Delivery
EV014056,2025-09-11 00:00:00,Create Sales Order
EV002950,2025-09-11 00:00:00,Create Purchase Order
EV006505,2025-09-11 00:00:00,Ship Product
EV005805,2025-09-11 00:00:00,Create Sales Order
EV013825,2025-09-11 00:00:00,Complete Sale
EV010784,2025-09-11 00:00:00,Ship Product
EV003838,2025-09-11 00:00:00,Create Purchase Order
EV007150,2025-09-11 00:00:00,Ship Product
EV005781,2025-09-11 00:00:00,Ship Product
EV000538,2025-09-11 00:00:00,Receive Goods
EV010574,2025-09-11 00:00:00,Complete Sale
EV005778,2025-09-11 00:00:00,Ship Product
EV005779,2025-09-11 00:00:00,Complete Sale
EV005812,2025-09-11 01:00:00,Add Sales Order Item
EV014063,2025-09-11 01:00:00,Add Sales Order Item
EV014057,2025-09-11 01:00:00,Add Sales Order Item
EV005809,2025-09-11 01:00:00,Add Sales Order Item
EV014060,2025-09-11 01:00:00,Add Sales Order Item
EV005806,2025-09-11 01:00:00,Add Sales Order Item
EV002951,2025-09-11 04:00:00,Approve Purchase Order
EV003839,2025-09-11 04:00:00,Approve Purchase Order
EV000539,2025-09-11 08:00:00,Put Away
EV007100,2025-09-12 00:00:00,Ship Product
EV014712,2025-09-12 00:00:00,Create Sales Order
EV003840,2025-09-12 00:00:00,Add PO Item
EV012930,2025-09-12 00:00:00,Ship Product
EV012824,2025-09-12 00:00:00,Complete Sale
EV012933,2025-09-12 00:00:00,Ship Product
EV007156,2025-09-12 00:00:00,Ship Product
EV007157,2025-09-12 00:00:00,Complete Sale
EV008179,2025-09-12 00:00:00,Create Sales Order
EV007103,2025-09-12 00:00:00,Ship Product
EV002953,2025-09-12 00:00:00,Add PO Item
EV007151,2025-09-12 00:00:00,Complete Sale
EV012931,2025-09-12 00:00:00,Complete Sale
EV005807,2025-09-12 00:00:00,Ship Product
EV010785,2025-09-12 00:00:00,Complete Sale
EV003877,2025-09-12 00:00:00,Dispatch Delivery
EV003830,2025-09-12 00:00:00,Receive Goods
EV002952,2025-09-12 00:00:00,Add PO Item
EV009606,2025-09-12 00:00:00,Complete Sale
EV013833,2025-09-12 00:00:00,Complete Sale
EV012851,2025-09-12 00:00:00,Ship Product
EV007104,2025-09-12 00:00:00,Complete Sale
EV002893,2025-09-12 00:00:00,Dispatch Delivery
EV013443,2025-09-12 00:00:00,Ship Product
EV003842,2025-09-12 00:00:00,Add PO Item
EV010798,2025-09-12 00:00:00,Ship Product
EV013549,2025-09-12 00:00:00,Ship Product
EV013444,2025-09-12 00:00:00,Complete Sale
EV003841,2025-09-12 00:00:00,Add PO Item
EV013123,2025-09-12 00:00:00,Return Product
EV005810,2025-09-12 00:00:00,Ship Product
EV013550,2025-09-12 00:00:00,Complete Sale
EV010955,2025-09-12 00:00:00,Complete Sale
EV013832,2025-09-12 00:00:00,Ship Product
EV001309,2025-09-12 00:00:00,Create Purchase Order
EV014713,2025-09-12 01:00:00,Add Sales Order Item
EV014717,2025-09-12 01:00:00,Add Sales Order Item
EV008180,2025-09-12 01:00:00,Add Sales Order Item
EV008183,2025-09-12 01:00:00,Add Sales Order Item
EV001310,2025-09-12 04:00:00,Approve Purchase Order
EV003831,2025-09-12 08:00:00,Put Away
EV011482,2025-09-13 00:00:00,Create Sales Order
EV006709,2025-09-13 00:00:00,Return Product
EV006400,2025-09-13 00:00:00,Ship Product
EV008181,2025-09-13 00:00:00,Ship Product
EV005014,2025-09-13 00:00:00,Receive Goods
EV013437,2025-09-13 00:00:00,Ship Product
EV005808,2025-09-13 00:00:00,Complete Sale
EV011070,2025-09-13 00:00:00,Create Sales Order
EV005378,2025-09-13 00:00:00,Dispatch Delivery
EV007359,2025-09-13 00:00:00,Create Sales Order
EV004575,2025-09-13 00:00:00,Receive Goods
EV005782,2025-09-13 00:00:00,Complete Sale
EV001311,2025-09-13 00:00:00,Add PO Item
EV000808,2025-09-13 00:00:00,Receive Goods
EV000578,2025-09-13 00:00:00,Dispatch Delivery
EV000910,2025-09-13 00:00:00,Dispatch Delivery
EV000543,2025-09-13 00:00:00,Dispatch Delivery
EV010799,2025-09-13 00:00:00,Complete Sale
EV009336,2025-09-13 00:00:00,Complete Sale
EV009335,2025-09-13 00:00:00,Ship Product
EV004577,2025-09-13 00:00:00,Receive Goods
EV005012,2025-09-13 00:00:00,Receive Goods
EV003273,2025-09-13 00:00:00,Dispatch Delivery
EV010860,2025-09-13 00:00:00,Create Sales Order
EV007101,2025-09-13 00:00:00,Complete Sale
EV002954,2025-09-13 00:00:00,Dispatch Delivery
EV007363,2025-09-13 01:00:00,Add Sales Order Item
EV011071,2025-09-13 01:00:00,Add Sales Order Item
EV007360,2025-09-13 01:00:00,Add Sales Order Item
EV010861,2025-09-13 01:00:00,Add Sales Order Item
EV011483,2025-09-13 01:00:00,Add Sales Order Item
EV005015,2025-09-13 08:00:00,Put Away
EV004576,2025-09-13 08:00:00,Put Away
EV004578,2025-09-13 08:00:00,Put Away
EV005013,2025-09-13 08:00:00,Put Away
EV000809,2025-09-13 08:00:00,Put Away
EV005415,2025-09-14 00:00:00,Receive Goods
EV007364,2025-09-14 00:00:00,Ship Product
EV012934,2025-09-14 00:00:00,Complete Sale
EV000117,2025-09-14 00:00:00,Receive Goods
EV011073,2025-09-14 00:00:00,Complete Sale
EV011072,2025-09-14 00:00:00,Ship Product
EV001124,2025-09-14 00:00:00,Create Purchase Order
EV013547,2025-09-14 00:00:00,Complete Sale
EV013546,2025-09-14 00:00:00,Ship Product
EV000805,2025-09-14 00:00:00,Receive Goods
EV002896,2025-09-14 00:00:00,Dispatch Delivery
EV012852,2025-09-14 00:00:00,Complete Sale
EV010863,2025-09-14 00:00:00,Complete Sale
EV010862,2025-09-14 00:00:00,Ship Product
EV005811,2025-09-14 00:00:00,Complete Sale
EV013441,2025-09-14 00:00:00,Complete Sale
EV006401,2025-09-14 00:00:00,Complete Sale
EV002830,2025-09-14 00:00:00,Receive Goods
EV002828,2025-09-14 00:00:00,Receive Goods
EV002826,2025-09-14 00:00:00,Receive Goods
EV005785,2025-09-14 00:00:00,Complete Sale
EV005784,2025-09-14 00:00:00,Ship Product
EV004502,2025-09-14 00:00:00,Create Purchase Order
EV004955,2025-09-14 00:00:00,Receive Goods
EV002768,2025-09-14 00:00:00,Receive Goods
EV013835,2025-09-14 00:00:00,Ship Product
EV013440,2025-09-14 00:00:00,Ship Product
EV005646,2025-09-14 00:00:00,Return Product
EV004503,2025-09-14 04:00:00,Approve Purchase Order
EV001125,2025-09-14 04:00:00,Approve Purchase Order
EV002769,2025-09-14 08:00:00,Put Away
EV005416,2025-09-14 08:00:00,Put Away
EV002827,2025-09-14 08:00:00,Put Away
EV002831,2025-09-14 08:00:00,Put Away
EV004956,2025-09-14 08:00:00,Put Away
EV002829,2025-09-14 08:00:00,Put Away
EV000118,2025-09-14 08:00:00,Put Away
EV000806,2025-09-14 08:00:00,Put Away
EV009332,2025-09-15 00:00:00,Ship Product
