delivery_id,supplier_id,channel_id,dispatch_date,expected_arrival_date,actual_arrival_date,delay_days,transportation_cost
DEL000654,SUP006,CH001,2025-11-07,2025-11-17,2025-11-20,3,1785.39
DEL000655,SUP006,CH001,2025-11-09,2025-11-19,2025-11-19,0,232.71
DEL000656,SUP006,CH001,2025-11-17,2025-11-27,2025-11-27,0,1463.29
DEL000657,SUP001,CH001,2025-06-12,2025-06-22,2025-06-22,0,1191.54
DEL000658,SUP001,CH001,2025-06-14,2025-06-24,2025-06-24,0,902.74
DEL000659,SUP001,CH001,2025-06-17,2025-06-27,2025-06-27,0,855.2
DEL000660,SUP008,CH005,2025-06-21,2025-06-28,2025-06-28,0,1328.38
DEL000661,SUP008,CH005,2025-06-27,2025-07-04,2025-07-04,0,1399.57
DEL000662,SUP008,CH005,2025-07-02,2025-07-09,2025-07-09,0,1141.23
DEL000663,SUP007,CH003,2025-04-08,2025-04-11,2025-04-11,0,1347.29
DEL000664,SUP007,CH003,2025-04-10,2025-04-13,2025-04-13,0,1566.72
DEL000665,SUP007,CH003,2025-04-19,2025-04-22,2025-05-02,10,1231.8
DEL000666,SUP009,CH001,2026-03-18,2026-03-28,2026-03-28,0,644.92
DEL000667,SUP009,CH001,2026-03-21,2026-03-31,2026-03-31,0,1754.02
DEL000668,SUP007,CH005,2025-11-22,2025-11-29,2025-11-29,0,1424.6
DEL000669,SUP007,CH005,2025-11-22,2025-11-29,2025-11-29,0,375.45
DEL000670,SUP007,CH005,2025-11-29,2025-12-06,2025-12-06,0,373.74
DEL000671,SUP014,CH001,2025-08-18,2025-08-28,2025-08-28,0,463.01
DEL000672,SUP014,CH001,2025-08-25,2025-09-04,2025-09-04,0,447.11
DEL000673,SUP014,CH001,2025-08-27,2025-09-06,2025-09-06,0,1617.42
DEL000674,SUP008,CH004,2025-07-25,2025-08-12,2025-08-12,0,383.11
DEL000675,SUP008,CH004,2025-07-29,2025-08-16,2025-08-16,0,750.46
DEL000676,SUP010,CH005,2026-01-31,2026-02-07,2026-02-07,0,1196.31
DEL000677,SUP013,CH001,2025-08-16,2025-08-26,2025-08-26,0,972.65
DEL000678,SUP008,CH002,2026-01-08,2026-02-05,2026-02-05,0,913.17
DEL000679,SUP009,CH002,2025-03-09,2025-04-06,2025-04-06,0,317.94
DEL000680,SUP009,CH002,2025-03-12,2025-04-09,2025-04-09,0,842.72
DEL000681,SUP015,CH003,2025-09-29,2025-10-02,2025-10-02,0,1486.21
DEL000682,SUP015,CH003,2025-10-03,2025-10-06,2025-10-12,6,1796.28
DEL000683,SUP007,CH005,2025-01-23,2025-01-30,2025-01-30,0,408.04
DEL000684,SUP007,CH005,2025-01-28,2025-02-04,2025-02-04,0,1696.88
DEL000685,SUP007,CH005,2025-02-02,2025-02-09,2025-02-09,0,518.33
DEL000686,SUP009,CH004,2025-03-11,2025-03-29,2025-03-29,0,1164.09
DEL000687,SUP009,CH004,2025-03-15,2025-04-02,2025-04-02,0,455.58
DEL000688,SUP008,CH002,2026-01-17,2026-02-14,2026-02-14,0,1536.82
DEL000689,SUP013,CH004,2025-07-03,2025-07-21,2025-07-21,0,1158.17
DEL000690,SUP013,CH005,2025-12-20,2025-12-27,2025-12-27,0,248.34
DEL000691,SUP013,CH005,2025-12-25,2026-01-01,2026-01-01,0,822.93
DEL000692,SUP001,CH004,2025-12-13,2025-12-31,2026-01-06,6,694.8
DEL000693,SUP001,CH004,2025-12-17,2026-01-04,2026-01-11,7,453.65
DEL000694,SUP001,CH004,2025-12-21,2026-01-08,2026-01-22,14,540.28
DEL000695,SUP007,CH004,2026-02-20,2026-03-10,2026-03-10,0,808.0
DEL000696,SUP009,CH001,2025-04-12,2025-04-22,2025-04-22,0,1465.08
DEL000697,SUP009,CH001,2025-04-13,2025-04-23,2025-04-23,0,1114.43
DEL000698,SUP008,CH003,2025-05-21,2025-05-24,2025-06-02,9,351.29
DEL000699,SUP011,CH003,2025-09-29,2025-10-02,2025-10-08,6,347.61
DEL000700,SUP011,CH003,2025-10-04,2025-10-07,2025-10-07,0,877.74
DEL000701,SUP013,CH001,2025-05-12,2025-05-22,2025-05-22,0,590.5
DEL000702,SUP005,CH004,2025-07-11,2025-07-29,2025-07-29,0,1272.15
DEL000703,SUP005,CH002,2026-01-07,2026-02-04,2026-02-04,0,1531.79
DEL000704,SUP005,CH002,2026-01-12,2026-02-09,2026-02-09,0,960.33
DEL000705,SUP005,CH002,2026-01-16,2026-02-13,2026-02-13,0,1511.56
DEL000706,SUP014,CH003,2026-01-24,2026-01-27,2026-01-27,0,1651.04
DEL000707,SUP014,CH002,2025-07-28,2025-08-25,2025-08-25,0,1359.58
DEL000708,SUP014,CH002,2025-07-31,2025-08-28,2025-08-28,0,502.34
DEL000709,SUP014,CH002,2025-08-02,2025-08-30,2025-08-30,0,344.22
DEL000710,SUP015,CH004,2025-02-23,2025-03-13,2025-03-13,0,335.77
DEL000711,SUP015,CH004,2025-03-02,2025-03-20,2025-03-20,0,943.36
DEL000712,SUP015,CH004,2025-03-04,2025-03-22,2025-03-22,0,645.03
DEL000713,SUP012,CH002,2025-01-09,2025-02-06,2025-02-13,7,293.46
DEL000714,SUP012,CH002,2025-01-13,2025-02-10,2025-02-10,0,739.18
DEL000715,SUP015,CH001,2025-04-18,2025-04-28,2025-04-28,0,1508.51
DEL000716,SUP015,CH001,2025-04-19,2025-04-29,2025-04-29,0,325.21
DEL000717,SUP015,CH004,2025-08-14,2025-09-01,2025-09-01,0,561.9
DEL000718,SUP015,CH004,2025-08-21,2025-09-08,2025-09-08,0,1736.36
DEL000719,SUP015,CH004,2025-08-25,2025-09-12,2025-09-12,0,554.49
DEL000720,SUP009,CH005,2025-06-09,2025-06-16,2025-06-16,0,1238.26
DEL000721,SUP008,CH004,2025-09-16,2025-10-04,2025-10-09,5,451.92
DEL000722,SUP009,CH002,2025-07-29,2025-08-26,2025-08-26,0,420.09
DEL000723,SUP012,CH003,2026-02-04,2026-02-07,2026-02-07,0,647.72
DEL000724,SUP011,CH003,2025-03-12,2025-03-15,2025-03-15,0,249.73
DEL000725,SUP011,CH003,2025-03-15,2025-03-18,2025-03-18,0,724.55
DEL000726,SUP012,CH002,2025-09-07,2025-10-05,2025-10-05,0,952.29
DEL000727,SUP012,CH002,2025-09-12,2025-10-10,2025-10-10,0,1296.95
DEL000728,SUP013,CH001,2026-03-26,2026-04-05,2026-04-05,0,1244.2
DEL000729,SUP013,CH001,2026-03-26,2026-04-05,2026-04-05,0,1371.71
DEL000730,SUP006,CH005,2026-03-13,2026-03-20,2026-03-20,0,786.79
DEL000731,SUP001,CH002,2025-07-13,2025-08-10,2025-08-10,0,900.06
DEL000732,SUP001,CH002,2025-07-17,2025-08-14,2025-08-17,3,245.15
DEL000733,SUP003,CH004,2025-08-05,2025-08-23,2025-08-23,0,1192.18
DEL000734,SUP002,CH002,2025-10-31,2025-11-28,2025-12-08,10,859.7
DEL000735,SUP005,CH005,2026-04-01,2026-04-08,2026-04-08,0,1663.36
DEL000736,SUP005,CH005,2026-04-03,2026-04-10,2026-04-10,0,1759.11
DEL000737,SUP005,CH005,2026-04-08,2026-04-15,2026-04-15,0,1686.29
DEL000738,SUP007,CH002,2026-03-25,2026-04-22,2026-04-22,0,1679.39
DEL000739,SUP005,CH003,2025-08-28,2025-08-31,2025-09-04,4,429.36
DEL000740,SUP013,CH005,2025-12-01,2025-12-08,2025-12-08,0,1500.65
DEL000741,SUP013,CH003,2025-08-01,2025-08-04,2025-08-04,0,833.46
DEL000742,SUP013,CH003,2025-08-06,2025-08-09,2025-08-09,0,1256.74
DEL000743,SUP014,CH002,2025-12-18,2026-01-15,2026-01-15,0,531.77
DEL000744,SUP013,CH001,2025-05-27,2025-06-06,2025-06-06,0,1016.27
DEL000745,SUP013,CH004,2025-09-02,2025-09-20,2025-09-20,0,349.15
DEL000746,SUP010,CH001,2025-06-16,2025-06-26,2025-06-26,0,1610.75
DEL000747,SUP014,CH001,2025-05-28,2025-06-07,2025-06-07,0,1734.44
DEL000748,SUP014,CH001,2025-06-04,2025-06-14,2025-06-26,12,1149.34
DEL000749,SUP014,CH001,2025-06-04,2025-06-14,2025-06-14,0,833.55
DEL000750,SUP008,CH003,2026-03-07,2026-03-10,2026-03-18,8,453.07
DEL000751,SUP008,CH003,2026-03-11,2026-03-14,2026-03-14,0,431.97
DEL000752,SUP008,CH003,2026-03-16,2026-03-19,2026-03-22,3,287.64
DEL000753,SUP006,CH005,2025-10-23,2025-10-30,2025-10-30,0,1130.0
DEL000754,SUP006,CH005,2025-10-27,2025-11-03,2025-11-03,0,552.21
DEL000755,SUP003,CH003,2025-06-24,2025-06-27,2025-06-27,0,329.09
DEL000756,SUP003,CH003,2025-06-28,2025-07-01,2025-07-07,6,352.37
DEL000757,SUP003,CH003,2025-06-27,2025-06-30,2025-06-30,0,488.57
DEL000758,SUP004,CH005,2025-10-21,2025-10-28,2025-10-28,0,494.62
DEL000759,SUP004,CH005,2025-10-28,2025-11-04,2025-11-04,0,1179.56
DEL000760,SUP001,CH001,2025-03-13,2025-03-23,2025-04-07,15,1104.24
DEL000761,SUP008,CH002,2025-04-26,2025-05-24,2025-05-24,0,554.72
DEL000762,SUP008,CH002,2025-05-02,2025-05-30,2025-05-30,0,1474.35
DEL000763,SUP008,CH002,2025-05-05,2025-06-02,2025-06-02,0,1260.67
DEL000764,SUP008,CH003,2025-10-01,2025-10-04,2025-10-14,10,828.36
DEL000765,SUP008,CH003,2025-10-07,2025-10-10,2025-10-10,0,907.82
DEL000766,SUP008,CH002,2025-06-23,2025-07-21,2025-07-21,0,624.12
DEL000767,SUP008,CH002,2025-06-28,2025-07-26,2025-07-26,0,1075.47
DEL000768,SUP006,CH005,2026-03-07,2026-03-14,2026-03-14,0,832.18
DEL000769,SUP006,CH005,2026-03-11,2026-03-18,2026-03-18,0,1325.85
DEL000770,SUP006,CH005,2026-03-16,2026-03-23,2026-03-23,0,1462.63
DEL000771,SUP003,CH003,2025-09-28,2025-10-01,2025-10-01,0,1235.39
DEL000772,SUP003,CH003,2025-09-28,2025-10-01,2025-10-05,4,850.56
DEL000773,SUP003,CH003,2025-10-01,2025-10-04,2025-10-04,0,449.99
DEL000774,SUP013,CH003,2026-02-28,2026-03-03,2026-03-03,0,1062.84
DEL000775,SUP013,CH003,2026-03-05,2026-03-08,2026-03-17,9,1423.7
DEL000776,SUP013,CH003,2026-03-06,2026-03-09,2026-03-14,5,1145.72
DEL000777,SUP008,CH002,2025-05-30,2025-06-27,2025-06-27,0,1095.56
DEL000778,SUP008,CH002,2025-06-02,2025-06-30,2025-06-30,0,352.77
DEL000779,SUP008,CH002,2025-06-05,2025-07-03,2025-07-03,0,1029.73
DEL000780,SUP010,CH002,2025-11-29,2025-12-27,2025-12-27,0,628.6
DEL000781,SUP010,CH002,2025-12-03,2025-12-31,2025-12-31,0,708.78
DEL000782,SUP010,CH002,2025-12-08,2026-01-05,2026-01-05,0,1619.26
DEL000783,SUP002,CH005,2026-03-06,2026-03-13,2026-03-13,0,1477.49
DEL000784,SUP002,CH005,2026-03-13,2026-03-20,2026-03-20,0,1202.91
DEL000785,SUP002,CH005,2026-03-14,2026-03-21,2026-03-21,0,232.59
DEL000786,SUP007,CH004,2025-08-21,2025-09-08,2025-09-08,0,1046.36
DEL000787,SUP007,CH004,2025-08-28,2025-09-15,2025-09-15,0,959.07
DEL000788,SUP007,CH004,2025-08-28,2025-09-15,2025-09-15,0,896.14
DEL000789,SUP007,CH005,2025-01-18,2025-01-25,2025-01-25,0,1129.39
DEL000790,SUP015,CH001,2025-07-20,2025-07-30,2025-07-30,0,648.37
DEL000791,SUP009,CH005,2025-09-01,2025-09-08,2025-09-08,0,935.28
DEL000792,SUP012,CH002,2025-07-04,2025-08-01,2025-08-01,0,1088.89
DEL000793,SUP012,CH002,2025-07-08,2025-08-05,2025-08-05,0,1246.38
DEL000794,SUP012,CH002,2025-07-12,2025-08-09,2025-08-21,12,1319.08
DEL000795,SUP001,CH003,2025-06-12,2025-06-15,2025-06-29,14,311.38
DEL000796,SUP001,CH003,2025-06-12,2025-06-15,2025-06-23,8,1083.77
DEL000797,SUP001,CH003,2025-06-20,2025-06-23,2025-07-08,15,387.97
DEL000798,SUP008,CH004,2025-08-28,2025-09-15,2025-09-15,0,369.3
DEL000799,SUP015,CH004,2025-04-05,2025-04-23,2025-04-23,0,523.98
DEL000800,SUP015,CH004,2025-04-09,2025-04-27,2025-04-27,0,1108.08
DEL000801,SUP015,CH004,2025-04-15,2025-05-03,2025-05-08,5,1295.24
DEL000802,SUP002,CH001,2026-03-20,2026-03-30,2026-03-30,0,1596.4
DEL000803,SUP007,CH003,2025-03-14,2025-03-17,2025-03-17,0,307.46
DEL000804,SUP007,CH003,2025-03-20,2025-03-23,2025-03-23,0,1248.49
DEL000805,SUP007,CH003,2025-03-22,2025-03-25,2025-03-25,0,621.35
DEL000806,SUP008,CH002,2025-08-21,2025-09-18,2025-09-22,4,1049.21
DEL000807,SUP006,CH001,2025-03-31,2025-04-10,2025-04-10,0,646.42
DEL000808,SUP013,CH001,2025-08-04,2025-08-14,2025-08-14,0,876.67
DEL000809,SUP013,CH001,2025-08-04,2025-08-14,2025-08-14,0,965.62
DEL000810,SUP013,CH001,2025-08-12,2025-08-22,2025-08-22,0,267.31
DEL000811,SUP013,CH001,2025-08-23,2025-09-02,2025-09-17,15,1184.83
DEL000812,SUP013,CH001,2025-08-25,2025-09-04,2025-09-04,0,450.04
DEL000813,SUP003,CH004,2026-02-16,2026-03-06,2026-03-12,6,319.87
DEL000814,SUP003,CH004,2026-02-17,2026-03-07,2026-03-07,0,844.74
DEL000815,SUP003,CH004,2026-02-22,2026-03-12,2026-03-12,0,1300.9
DEL000816,SUP007,CH005,2025-09-25,2025-10-02,2025-10-02,0,1085.62
DEL000817,SUP007,CH005,2025-09-29,2025-10-06,2025-10-06,0,1476.86
DEL000818,SUP007,CH005,2025-10-06,2025-10-13,2025-10-21,8,1695.61
DEL000819,SUP008,CH001,2025-10-11,2025-10-21,2025-10-21,0,294.26
DEL000820,SUP008,CH001,2025-10-13,2025-10-23,2025-10-23,0,1544.09
DEL000821,SUP008,CH001,2025-10-16,2025-10-26,2025-10-26,0,308.19
DEL000822,SUP010,CH005,2026-01-31,2026-02-07,2026-02-20,13,1498.55
DEL000823,SUP005,CH002,2025-08-21,2025-09-18,2025-09-18,0,1719.42
DEL000824,SUP005,CH004,2025-04-20,2025-05-08,2025-05-08,0,309.36
DEL000825,SUP005,CH004,2025-04-26,2025-05-14,2025-05-23,9,1306.49
DEL000826,SUP005,CH004,2025-05-01,2025-05-19,2025-05-19,0,977.85
DEL000827,SUP012,CH003,2025-10-17,2025-10-20,2025-11-01,12,960.53
DEL000828,SUP012,CH003,2025-10-20,2025-10-23,2025-10-23,0,390.12
DEL000829,SUP006,CH005,2025-07-17,2025-07-24,2025-07-24,0,512.39
DEL000830,SUP007,CH004,2025-03-24,2025-04-11,2025-04-11,0,954.56
DEL000831,SUP015,CH005,2025-05-30,2025-06-06,2025-06-06,0,1131.2
DEL000832,SUP015,CH005,2025-05-31,2025-06-07,2025-06-07,0,1030.29
DEL000833,SUP015,CH005,2025-06-04,2025-06-11,2025-06-11,0,488.55
DEL000834,SUP007,CH005,2025-06-17,2025-06-24,2025-06-24,0,231.08
DEL000835,SUP006,CH001,2025-12-31,2026-01-10,2026-01-10,0,1600.04
DEL000836,SUP006,CH001,2026-01-06,2026-01-16,2026-01-16,0,283.65
DEL000837,SUP005,CH002,2025-11-24,2025-12-22,2025-12-22,0,222.36
DEL000838,SUP005,CH002,2025-11-28,2025-12-26,2025-12-26,0,488.5
DEL000839,SUP005,CH002,2025-12-01,2025-12-29,2025-12-29,0,1147.53
DEL000840,SUP014,CH002,2025-04-28,2025-05-26,2025-06-10,15,1643.13
DEL000841,SUP014,CH001,2025-05-21,2025-05-31,2025-05-31,0,578.06
DEL000842,SUP014,CH001,2025-05-28,2025-06-07,2025-06-07,0,265.39
DEL000843,SUP013,CH001,2025-05-06,2025-05-16,2025-05-16,0,810.16
DEL000844,SUP013,CH001,2025-05-11,2025-05-21,2025-05-31,10,1547.59
DEL000845,SUP015,CH003,2025-09-19,2025-09-22,2025-09-22,0,438.36
DEL000846,SUP014,CH001,2025-11-03,2025-11-13,2025-11-13,0,723.47
DEL000847,SUP014,CH001,2025-11-08,2025-11-18,2025-11-18,0,464.85
DEL000848,SUP014,CH001,2025-11-10,2025-11-20,2025-11-20,0,576.76
DEL000849,SUP009,CH004,2025-02-14,2025-03-04,2025-03-04,0,580.54
DEL000850,SUP011,CH003,2025-10-29,2025-11-01,2025-11-01,0,586.38
DEL000851,SUP011,CH003,2025-10-31,2025-11-03,2025-11-03,0,1441.33
DEL000852,SUP011,CH003,2025-11-05,2025-11-08,2025-11-08,0,1039.88
DEL000853,SUP009,CH005,2025-05-12,2025-05-19,2025-05-19,0,1432.89
DEL000854,SUP009,CH005,2025-05-18,2025-05-25,2025-05-25,0,409.03
DEL000855,SUP013,CH002,2025-08-01,2025-08-29,2025-08-29,0,1603.88
DEL000856,SUP013,CH002,2025-08-04,2025-09-01,2025-09-01,0,889.94
DEL000857,SUP013,CH002,2025-08-10,2025-09-07,2025-09-13,6,862.08
DEL000858,SUP007,CH005,2026-03-11,2026-03-18,2026-03-18,0,1432.97
DEL000859,SUP007,CH005,2026-03-17,2026-03-24,2026-03-24,0,1265.95
DEL000860,SUP007,CH005,2026-03-21,2026-03-28,2026-04-02,5,1783.45
DEL000861,SUP014,CH004,2025-01-17,2025-02-04,2025-02-04,0,654.01
DEL000862,SUP015,CH004,2025-04-15,2025-05-03,2025-05-03,0,1393.77
DEL000863,SUP015,CH004,2025-04-18,2025-05-06,2025-05-18,12,1325.98
DEL000864,SUP011,CH005,2025-10-24,2025-10-31,2025-10-31,0,259.46
DEL000865,SUP011,CH005,2025-10-28,2025-11-04,2025-11-04,0,1602.15
DEL000866,SUP011,CH005,2025-10-31,2025-11-07,2025-11-07,0,1514.2
DEL000867,SUP007,CH004,2026-01-23,2026-02-10,2026-02-10,0,1559.77
DEL000868,SUP007,CH004,2026-01-27,2026-02-14,2026-02-14,0,1430.5
DEL000869,SUP003,CH001,2025-02-09,2025-02-19,2025-02-19,0,524.35
DEL000870,SUP003,CH001,2025-02-10,2025-02-20,2025-02-20,0,490.9
DEL000871,SUP003,CH001,2025-02-14,2025-02-24,2025-02-24,0,1778.54
DEL000872,SUP003,CH005,2025-10-15,2025-10-22,2025-10-22,0,370.21
DEL000873,SUP003,CH005,2025-10-19,2025-10-26,2025-10-26,0,685.83
DEL000874,SUP003,CH005,2025-10-22,2025-10-29,2025-10-29,0,658.84
DEL000875,SUP006,CH003,2025-08-04,2025-08-07,2025-08-16,9,1701.78
DEL000876,SUP006,CH003,2025-08-10,2025-08-13,2025-08-27,14,1196.56
DEL000877,SUP012,CH004,2025-05-08,2025-05-26,2025-05-26,0,1237.62
DEL000878,SUP012,CH004,2025-05-12,2025-05-30,2025-05-30,0,521.07
DEL000879,SUP008,CH001,2025-03-28,2025-04-07,2025-04-07,0,544.12
DEL000880,SUP008,CH001,2025-03-28,2025-04-07,2025-04-07,0,401.99
DEL000881,SUP015,CH003,2026-01-19,2026-01-22,2026-02-05,14,1118.88
DEL000882,SUP015,CH003,2026-01-22,2026-01-25,2026-01-25,0,927.63
DEL000883,SUP013,CH001,2025-11-10,2025-11-20,2025-11-20,0,1599.84
DEL000884,SUP013,CH001,2025-11-15,2025-11-25,2025-11-25,0,690.37
DEL000885,SUP010,CH001,2026-03-25,2026-04-04,2026-04-04,0,411.82
DEL000886,SUP010,CH001,2026-04-02,2026-04-12,2026-04-12,0,274.5
DEL000887,SUP010,CH001,2026-04-07,2026-04-17,2026-04-17,0,1795.06
DEL000888,SUP015,CH003,2025-06-05,2025-06-08,2025-06-08,0,954.6
DEL000889,SUP015,CH003,2025-06-06,2025-06-09,2025-06-09,0,839.92
DEL000890,SUP014,CH001,2025-11-27,2025-12-07,2025-12-07,0,1764.01
DEL000891,SUP014,CH001,2025-12-03,2025-12-13,2025-12-13,0,797.75
DEL000892,SUP007,CH002,2025-05-01,2025-05-29,2025-05-29,0,754.25
DEL000893,SUP007,CH002,2025-05-05,2025-06-02,2025-06-02,0,1641.89
DEL000894,SUP013,CH003,2025-04-25,2025-04-28,2025-04-28,0,437.79
DEL000895,SUP012,CH005,2025-09-30,2025-10-07,2025-10-07,0,738.57
DEL000896,SUP012,CH005,2025-10-02,2025-10-09,2025-10-09,0,1168.28
DEL000897,SUP012,CH002,2025-12-22,2026-01-19,2026-01-19,0,1290.88
DEL000898,SUP012,CH002,2025-12-26,2026-01-23,2026-01-23,0,535.09
DEL000899,SUP009,CH001,2025-01-10,2025-01-20,2025-01-29,9,1187.41
DEL000900,SUP009,CH001,2025-01-16,2025-01-26,2025-01-26,0,514.68
DEL000901,SUP007,CH005,2025-04-26,2025-05-03,2025-05-03,0,304.35
DEL000902,SUP007,CH005,2025-04-30,2025-05-07,2025-05-07,0,1675.14
DEL000903,SUP007,CH005,2025-05-06,2025-05-13,2025-05-13,0,1111.43
DEL000904,SUP011,CH003,2025-05-06,2025-05-09,2025-05-17,8,914.53
DEL000905,SUP011,CH003,2025-05-13,2025-05-16,2025-05-16,0,331.07
DEL000906,SUP011,CH003,2025-05-13,2025-05-16,2025-05-16,0,693.78
DEL000907,SUP014,CH002,2025-10-28,2025-11-25,2025-11-25,0,710.24
DEL000908,SUP014,CH002,2025-10-29,2025-11-26,2025-11-26,0,985.73
DEL000909,SUP013,CH003,2025-03-07,2025-03-10,2025-03-10,0,1412.8
DEL000910,SUP008,CH004,2025-08-10,2025-08-28,2025-08-28,0,853.76
DEL000911,SUP008,CH004,2025-08-12,2025-08-30,2025-08-30,0,1289.55
DEL000912,SUP010,CH001,2025-09-20,2025-09-30,2025-09-30,0,1000.97
DEL000913,SUP010,CH001,2025-09-24,2025-10-04,2025-10-04,0,1343.28
DEL000914,SUP010,CH001,2025-09-30,2025-10-10,2025-10-10,0,858.05
DEL000915,SUP012,CH001,2025-11-03,2025-11-13,2025-11-13,0,1149.78
DEL000916,SUP013,CH002,2025-12-24,2026-01-21,2026-01-21,0,317.91
DEL000917,SUP013,CH002,2025-12-28,2026-01-25,2026-02-07,13,1606.29
DEL000918,SUP013,CH002,2025-12-31,2026-01-28,2026-01-28,0,886.52
DEL000919,SUP008,CH004,2025-05-06,2025-05-24,2025-05-24,0,1488.94
DEL000920,SUP006,CH003,2025-05-28,2025-05-31,2025-05-31,0,237.22
DEL000921,SUP006,CH003,2025-06-03,2025-06-06,2025-06-06,0,634.3
DEL000922,SUP005,CH002,2025-08-21,2025-09-18,2025-09-18,0,908.04
DEL000923,SUP005,CH002,2025-08-23,2025-09-20,2025-09-20,0,591.26
DEL000924,SUP001,CH001,2025-08-28,2025-09-07,2025-09-07,0,555.04
DEL000925,SUP001,CH001,2025-08-30,2025-09-09,2025-09-09,0,439.57
DEL000926,SUP001,CH001,2025-09-04,2025-09-14,2025-09-14,0,744.48
DEL000927,SUP003,CH005,2025-11-18,2025-11-25,2025-11-25,0,1799.54
DEL000928,SUP015,CH003,2025-05-29,2025-06-01,2025-06-01,0,969.45
DEL000929,SUP015,CH003,2025-06-06,2025-06-09,2025-06-09,0,1467.83
DEL000930,SUP013,CH003,2025-08-22,2025-08-25,2025-08-25,0,1607.1
DEL000931,SUP010,CH004,2025-08-21,2025-09-08,2025-09-08,0,819.83
DEL000932,SUP010,CH004,2025-08-30,2025-09-17,2025-09-17,0,1398.12
DEL000933,SUP010,CH004,2025-08-30,2025-09-17,2025-09-17,0,852.68
DEL000934,SUP010,CH005,2026-03-29,2026-04-05,2026-04-05,0,746.17
DEL000935,SUP010,CH005,2026-03-31,2026-04-07,2026-04-07,0,658.71
DEL000936,SUP006,CH002,2025-08-12,2025-09-09,2025-09-09,0,782.08
DEL000937,SUP006,CH002,2025-08-16,2025-09-13,2025-09-13,0,285.36
DEL000938,SUP003,CH003,2025-03-31,2025-04-03,2025-04-03,0,1452.94
DEL000939,SUP003,CH003,2025-04-05,2025-04-08,2025-04-08,0,564.5
DEL000940,SUP003,CH003,2025-04-08,2025-04-11,2025-04-11,0,564.46
DEL000941,SUP006,CH002,2025-04-24,2025-05-22,2025-05-22,0,454.51
DEL000942,SUP006,CH002,2025-04-25,2025-05-23,2025-05-29,6,792.72
DEL000943,SUP006,CH002,2025-05-01,2025-05-29,2025-05-29,0,313.28
DEL000944,SUP013,CH001,2025-10-11,2025-10-21,2025-10-21,0,533.25
DEL000945,SUP013,CH001,2025-10-15,2025-10-25,2025-10-25,0,1657.06
DEL000946,SUP013,CH001,2025-10-20,2025-10-30,2025-10-30,0,691.52
DEL000947,SUP005,CH004,2025-05-23,2025-06-10,2025-06-10,0,211.0
DEL000948,SUP005,CH004,2025-05-31,2025-06-18,2025-06-18,0,768.58
DEL000949,SUP005,CH003,2025-10-29,2025-11-01,2025-11-01,0,1184.37
DEL000950,SUP005,CH003,2025-11-03,2025-11-06,2025-11-06,0,466.62
DEL000951,SUP005,CH003,2025-11-07,2025-11-10,2025-11-10,0,1438.44
DEL000952,SUP004,CH003,2025-11-09,2025-11-12,2025-11-12,0,526.99
DEL000953,SUP007,CH004,2026-03-16,2026-04-03,2026-04-03,0,1671.16
DEL000954,SUP007,CH004,2026-03-21,2026-04-08,2026-04-08,0,1216.01
DEL000955,SUP008,CH003,2025-06-01,2025-06-04,2025-06-08,4,1562.63
DEL000956,SUP008,CH003,2025-06-02,2025-06-05,2025-06-05,0,1183.98
DEL000957,SUP008,CH003,2025-06-08,2025-06-11,2025-06-25,14,1615.22
DEL000958,SUP006,CH003,2026-03-12,2026-03-15,2026-03-28,13,454.59
DEL000959,SUP015,CH004,2026-01-13,2026-01-31,2026-01-31,0,1506.91
DEL000960,SUP009,CH001,2025-09-16,2025-09-26,2025-10-06,10,469.79
DEL000961,SUP009,CH001,2025-09-20,2025-09-30,2025-09-30,0,1675.07
DEL000962,SUP014,CH004,2025-05-20,2025-06-07,2025-06-07,0,670.92
DEL000963,SUP014,CH004,2025-05-23,2025-06-10,2025-06-10,0,1009.17
DEL000964,SUP008,CH004,2025-09-29,2025-10-17,2025-10-17,0,866.72
DEL000965,SUP008,CH004,2025-10-05,2025-10-23,2025-10-23,0,1699.78
DEL000966,SUP008,CH004,2025-10-10,2025-10-28,2025-10-28,0,782.97
DEL000967,SUP003,CH003,2025-02-27,2025-03-02,2025-03-02,0,1578.92
DEL000968,SUP003,CH003,2025-03-04,2025-03-07,2025-03-13,6,1183.05
DEL000969,SUP003,CH003,2025-03-05,2025-03-08,2025-03-16,8,660.93
DEL000970,SUP003,CH002,2025-09-21,2025-10-19,2025-10-19,0,1697.68
DEL000971,SUP003,CH002,2025-09-22,2025-10-20,2025-10-20,0,1426.72
DEL000972,SUP001,CH003,2026-02-26,2026-03-01,2026-03-05,4,1086.88
DEL000973,SUP001,CH003,2026-03-01,2026-03-04,2026-03-04,0,542.11
DEL000974,SUP001,CH003,2026-03-04,2026-03-07,2026-03-13,6,551.21
DEL000975,SUP006,CH004,2025-06-06,2025-06-24,2025-06-24,0,1194.37
DEL000976,SUP002,CH002,2025-04-16,2025-05-14,2025-05-14,0,1633.45
DEL000977,SUP001,CH002,2025-06-02,2025-06-30,2025-06-30,0,340.74
DEL000978,SUP001,CH002,2025-06-05,2025-07-03,2025-07-06,3,719.6
DEL000979,SUP001,CH002,2025-06-09,2025-07-07,2025-07-07,0,1703.24
DEL000980,SUP004,CH004,2025-05-19,2025-06-06,2025-06-06,0,1394.05
DEL000981,SUP004,CH004,2025-05-26,2025-06-13,2025-06-13,0,1346.29
