batch_id,delivery_item_id,po_item_id,product_id,supplier_id,warehouse_id,received_date,quantity_received,purchase_unit_price,quantity_remaining
BAT0000580,DELI0000580,POI000289,PROD027,SUP011,WH005,2025-02-17,13,55.51,0
BAT0000581,DELI0000581,POI000290,PROD004,SUP001,WH001,2025-11-11,96,75.78,96
BAT0000582,DELI0000582,POI000290,PROD004,SUP001,WH002,2025-11-21,61,75.78,61
BAT0000583,DELI0000583,POI000290,PROD004,SUP001,WH004,2025-12-06,62,75.78,62
BAT0000584,DELI0000584,POI000291,PROD001,SUP007,WH002,2025-01-24,28,92.08,0
BAT0000585,DELI0000585,POI000292,PROD029,SUP007,WH001,2025-01-24,50,24.31,0
BAT0000586,DELI0000586,POI000291,PROD001,SUP007,WH004,2025-01-29,12,92.08,0
BAT0000587,DELI0000587,POI000292,PROD029,SUP007,WH003,2025-01-29,35,24.31,0
BAT0000588,DELI0000588,POI000291,PROD001,SUP007,WH003,2025-02-02,14,92.08,0
BAT0000589,DELI0000589,POI000292,PROD029,SUP007,WH005,2025-02-02,26,24.31,0
BAT0000590,DELI0000590,POI000293,PROD040,SUP014,WH004,2026-02-03,98,77.53,98
BAT0000591,DELI0000591,POI000294,PROD046,SUP013,WH001,2025-12-18,139,106.68,139
BAT0000592,DELI0000592,POI000294,PROD046,SUP013,WH003,2025-12-22,48,106.68,48
BAT0000593,DELI0000593,POI000294,PROD046,SUP013,WH005,2025-12-23,31,106.68,31
BAT0000594,DELI0000594,POI000295,PROD022,SUP015,WH003,2026-02-10,37,51.82,37
BAT0000595,DELI0000595,POI000295,PROD022,SUP015,WH004,2026-02-19,13,51.82,13
BAT0000596,DELI0000596,POI000295,PROD022,SUP015,WH005,2026-02-22,17,51.82,17
BAT0000597,DELI0000597,POI000296,PROD046,SUP002,WH005,2025-08-26,33,95.2,33
BAT0000598,DELI0000598,POI000296,PROD046,SUP002,WH001,2025-08-20,24,95.2,24
BAT0000599,DELI0000599,POI000296,PROD046,SUP002,WH002,2025-08-25,37,95.2,37
BAT0000600,DELI0000600,POI000297,PROD028,SUP013,WH003,2025-05-26,116,11.99,116
BAT0000601,DELI0000601,POI000298,PROD012,SUP013,WH002,2025-05-26,69,104.46,69
BAT0000602,DELI0000602,POI000299,PROD004,SUP013,WH001,2025-05-26,70,89.42,0
BAT0000603,DELI0000603,POI000297,PROD028,SUP013,WH004,2025-05-28,101,11.99,101
BAT0000604,DELI0000604,POI000298,PROD012,SUP013,WH001,2025-05-28,31,104.46,31
BAT0000605,DELI0000605,POI000299,PROD004,SUP013,WH001,2025-05-28,104,89.42,60
BAT0000606,DELI0000606,POI000300,PROD047,SUP006,WH002,2025-04-30,33,55.03,0
BAT0000607,DELI0000607,POI000301,PROD014,SUP006,WH003,2025-04-30,78,110.02,78
BAT0000608,DELI0000608,POI000300,PROD047,SUP006,WH001,2025-05-03,46,55.03,0
BAT0000609,DELI0000609,POI000301,PROD014,SUP006,WH001,2025-05-03,104,110.02,104
BAT0000610,DELI0000610,POI000302,PROD034,SUP001,WH001,2026-03-15,38,43.55,38
BAT0000611,DELI0000611,POI000302,PROD034,SUP001,WH003,2026-03-05,37,43.55,37
BAT0000612,DELI0000612,POI000303,PROD012,SUP011,WH003,2025-02-09,100,105.02,0
BAT0000613,DELI0000613,POI000303,PROD012,SUP011,WH004,2025-02-18,47,105.02,35
BAT0000614,DELI0000614,POI000303,PROD012,SUP011,WH002,2025-02-22,28,105.02,28
BAT0000615,DELI0000615,POI000304,PROD014,SUP006,WH005,2025-11-26,51,103.91,51
BAT0000616,DELI0000616,POI000304,PROD014,SUP006,WH004,2025-12-05,11,103.91,11
BAT0000617,DELI0000617,POI000304,PROD014,SUP006,WH005,2025-12-04,12,103.91,12
BAT0000618,DELI0000618,POI000305,PROD008,SUP003,WH002,2025-08-11,74,99.6,74
BAT0000619,DELI0000619,POI000306,PROD035,SUP003,WH002,2025-08-11,55,64.47,55
BAT0000620,DELI0000620,POI000305,PROD008,SUP003,WH002,2025-08-21,70,99.6,70
BAT0000621,DELI0000621,POI000306,PROD035,SUP003,WH001,2025-08-21,47,64.47,47
BAT0000622,DELI0000622,POI000307,PROD038,SUP014,WH004,2025-05-16,139,57.49,75
BAT0000623,DELI0000623,POI000308,PROD025,SUP014,WH005,2025-05-16,162,98.84,43
BAT0000624,DELI0000624,POI000309,PROD010,SUP013,WH002,2025-07-10,46,57.72,46
BAT0000625,DELI0000625,POI000310,PROD024,SUP013,WH004,2025-07-10,60,118.06,60
BAT0000626,DELI0000626,POI000309,PROD010,SUP013,WH005,2025-07-18,100,57.72,100
BAT0000627,DELI0000627,POI000310,PROD024,SUP013,WH002,2025-07-18,110,118.06,110
BAT0000628,DELI0000628,POI000311,PROD010,SUP004,WH004,2026-03-10,58,56.51,58
BAT0000629,DELI0000629,POI000311,PROD010,SUP004,WH003,2026-03-19,39,56.51,39
BAT0000630,DELI0000630,POI000311,PROD010,SUP004,WH004,2026-03-22,33,56.51,33
BAT0000631,DELI0000631,POI000312,PROD046,SUP007,WH001,2025-04-20,129,107.62,0
BAT0000632,DELI0000632,POI000312,PROD046,SUP007,WH004,2025-05-04,77,107.62,72
BAT0000633,DELI0000633,POI000313,PROD022,SUP015,WH005,2025-12-26,189,46.54,189
BAT0000634,DELI0000634,POI000314,PROD034,SUP015,WH002,2025-12-26,192,54.84,192
BAT0000635,DELI0000635,POI000315,PROD031,SUP009,WH004,2026-03-08,58,86.28,58
BAT0000636,DELI0000636,POI000315,PROD031,SUP009,WH003,2026-03-11,104,86.28,104
BAT0000637,DELI0000637,POI000316,PROD045,SUP007,WH003,2026-04-07,24,104.52,24
BAT0000638,DELI0000638,POI000316,PROD045,SUP007,WH004,2026-04-14,24,104.52,24
BAT0000639,DELI0000639,POI000316,PROD045,SUP007,WH003,2026-04-18,21,104.52,21
BAT0000640,DELI0000640,POI000317,PROD016,SUP013,WH003,2025-09-01,12,37.18,12
BAT0000641,DELI0000641,POI000317,PROD016,SUP013,WH002,2025-09-06,13,37.18,13
BAT0000642,DELI0000642,POI000317,PROD016,SUP013,WH004,2025-09-09,17,37.18,17
BAT0000643,DELI0000643,POI000318,PROD029,SUP008,WH001,2026-02-17,106,24.13,106
BAT0000644,DELI0000644,POI000318,PROD029,SUP008,WH002,2026-02-20,108,24.13,108
BAT0000645,DELI0000645,POI000319,PROD042,SUP012,WH005,2025-10-29,130,98.47,130
BAT0000646,DELI0000646,POI000320,PROD030,SUP012,WH003,2025-10-29,22,85.58,22
BAT0000647,DELI0000647,POI000319,PROD042,SUP012,WH005,2025-11-06,29,98.47,29
BAT0000648,DELI0000648,POI000320,PROD030,SUP012,WH003,2025-11-06,12,85.58,12
BAT0000649,DELI0000649,POI000319,PROD042,SUP012,WH003,2025-11-09,59,98.47,59
BAT0000650,DELI0000650,POI000320,PROD030,SUP012,WH001,2025-11-09,10,85.58,10
BAT0000651,DELI0000651,POI000321,PROD045,SUP007,WH004,2025-11-08,112,109.85,112
BAT0000652,DELI0000652,POI000321,PROD045,SUP007,WH003,2025-11-14,63,109.85,63
BAT0000653,DELI0000653,POI000322,PROD020,SUP015,WH005,2025-03-08,103,75.52,33
BAT0000654,DELI0000654,POI000323,PROD010,SUP013,WH001,2025-01-19,26,58.47,0
BAT0000655,DELI0000655,POI000323,PROD010,SUP013,WH005,2025-01-22,50,58.47,0
BAT0000656,DELI0000656,POI000324,PROD017,SUP006,WH004,2025-08-29,35,77.72,35
BAT0000657,DELI0000657,POI000325,PROD005,SUP006,WH003,2025-08-29,50,18.59,50
BAT0000658,DELI0000658,POI000324,PROD017,SUP006,WH002,2025-09-01,44,77.72,44
BAT0000659,DELI0000659,POI000325,PROD005,SUP006,WH005,2025-09-01,40,18.59,40
BAT0000660,DELI0000660,POI000324,PROD017,SUP006,WH003,2025-09-02,34,77.72,34
BAT0000661,DELI0000661,POI000325,PROD005,SUP006,WH002,2025-09-02,52,18.59,52
BAT0000662,DELI0000662,POI000326,PROD048,SUP013,WH002,2026-02-09,55,41.05,55
BAT0000663,DELI0000663,POI000327,PROD032,SUP001,WH003,2025-05-19,54,102.4,54
BAT0000664,DELI0000664,POI000327,PROD032,SUP001,WH002,2025-05-03,20,102.4,20
BAT0000665,DELI0000665,POI000327,PROD032,SUP001,WH001,2025-05-24,29,102.4,29
BAT0000666,DELI0000666,POI000328,PROD012,SUP009,WH001,2025-03-11,137,114.51,137
BAT0000667,DELI0000667,POI000329,PROD007,SUP009,WH003,2025-03-11,153,93.78,22
BAT0000668,DELI0000668,POI000330,PROD040,SUP013,WH001,2025-07-22,109,89.0,109
BAT0000669,DELI0000669,POI000330,PROD040,SUP013,WH005,2025-07-25,37,89.0,37
BAT0000670,DELI0000670,POI000330,PROD040,SUP013,WH003,2025-07-31,22,89.0,22
BAT0000671,DELI0000671,POI000331,PROD008,SUP003,WH002,2025-04-26,59,97.06,59
BAT0000672,DELI0000672,POI000331,PROD008,SUP003,WH001,2025-04-29,52,97.06,52
BAT0000673,DELI0000673,POI000331,PROD008,SUP003,WH003,2025-05-05,63,97.06,63
BAT0000674,DELI0000674,POI000332,PROD006,SUP014,WH004,2025-09-02,149,121.37,149
BAT0000675,DELI0000675,POI000333,PROD025,SUP014,WH002,2025-09-02,52,96.46,52
BAT0000676,DELI0000676,POI000334,PROD040,SUP001,WH002,2025-08-21,144,73.06,144
BAT0000677,DELI0000677,POI000335,PROD040,SUP014,WH003,2025-11-23,41,89.67,41
BAT0000678,DELI0000678,POI000335,PROD040,SUP014,WH005,2025-11-26,60,89.67,60
BAT0000679,DELI0000679,POI000336,PROD043,SUP012,WH003,2025-12-09,127,95.91,127
BAT0000680,DELI0000680,POI000337,PROD016,SUP012,WH002,2025-12-09,132,33.32,132
BAT0000681,DELI0000681,POI000338,PROD027,SUP007,WH004,2025-04-23,95,55.84,95
BAT0000682,DELI0000682,POI000338,PROD027,SUP007,WH003,2025-04-25,44,55.84,44
BAT0000683,DELI0000683,POI000338,PROD027,SUP007,WH003,2025-05-01,48,55.84,48
BAT0000684,DELI0000684,POI000339,PROD044,SUP006,WH004,2025-07-09,155,47.91,155
BAT0000685,DELI0000685,POI000340,PROD011,SUP009,WH002,2025-02-15,35,50.55,0
BAT0000686,DELI0000686,POI000341,PROD007,SUP009,WH002,2025-02-15,62,86.02,0
BAT0000687,DELI0000687,POI000340,PROD011,SUP009,WH004,2025-02-20,27,50.55,0
BAT0000688,DELI0000688,POI000341,PROD007,SUP009,WH005,2025-02-20,25,86.02,0
BAT0000689,DELI0000689,POI000340,PROD011,SUP009,WH003,2025-02-21,18,50.55,0
BAT0000690,DELI0000690,POI000341,PROD007,SUP009,WH001,2025-02-21,47,86.02,0
BAT0000691,DELI0000691,POI000342,PROD043,SUP008,WH001,2025-07-08,43,85.29,43
BAT0000692,DELI0000692,POI000343,PROD010,SUP008,WH003,2025-07-08,73,56.94,73
BAT0000693,DELI0000693,POI000342,PROD043,SUP008,WH005,2025-07-15,32,85.29,32
BAT0000694,DELI0000694,POI000343,PROD010,SUP008,WH001,2025-07-15,66,56.94,66
BAT0000695,DELI0000695,POI000344,PROD031,SUP005,WH003,2025-03-04,60,98.41,0
BAT0000696,DELI0000696,POI000344,PROD031,SUP005,WH003,2025-03-08,134,98.41,21
BAT0000697,DELI0000697,POI000345,PROD025,SUP001,WH004,2025-09-14,31,83.76,31
BAT0000698,DELI0000698,POI000345,PROD025,SUP001,WH003,2025-09-16,23,83.76,23
BAT0000699,DELI0000699,POI000346,PROD002,SUP012,WH002,2025-11-17,95,56.19,95
BAT0000700,DELI0000700,POI000347,PROD013,SUP012,WH004,2025-11-17,40,74.86,40
BAT0000701,DELI0000701,POI000346,PROD002,SUP012,WH001,2025-11-17,55,56.19,55
BAT0000702,DELI0000702,POI000347,PROD013,SUP012,WH005,2025-11-17,18,74.86,18
BAT0000703,DELI0000703,POI000348,PROD017,SUP006,WH003,2025-04-16,27,69.48,0
BAT0000704,DELI0000704,POI000348,PROD017,SUP006,WH005,2025-05-03,22,69.48,0
BAT0000705,DELI0000705,POI000348,PROD017,SUP006,WH002,2025-04-21,30,69.48,0
BAT0000706,DELI0000706,POI000349,PROD048,SUP013,WH001,2025-05-04,87,44.6,87
BAT0000707,DELI0000707,POI000350,PROD012,SUP013,WH004,2025-05-04,64,121.55,64
BAT0000708,DELI0000708,POI000349,PROD048,SUP013,WH003,2025-05-04,50,44.6,50
BAT0000709,DELI0000709,POI000350,PROD012,SUP013,WH004,2025-05-04,57,121.55,57
BAT0000710,DELI0000710,POI000351,PROD018,SUP007,WH002,2025-09-10,105,16.96,105
BAT0000711,DELI0000711,POI000352,PROD006,SUP007,WH001,2025-09-10,15,109.33,15
BAT0000712,DELI0000712,POI000353,PROD004,SUP007,WH001,2025-09-10,46,89.48,46
BAT0000713,DELI0000713,POI000351,PROD018,SUP007,WH003,2025-09-14,73,16.96,73
BAT0000714,DELI0000714,POI000352,PROD006,SUP007,WH004,2025-09-14,26,109.33,26
BAT0000715,DELI0000715,POI000353,PROD004,SUP007,WH001,2025-09-14,82,89.48,82
BAT0000716,DELI0000716,POI000354,PROD033,SUP001,WH002,2025-02-01,119,39.15,0
BAT0000717,DELI0000717,POI000355,PROD024,SUP009,WH002,2025-10-14,40,105.61,40
BAT0000718,DELI0000718,POI000355,PROD024,SUP009,WH004,2025-10-08,11,105.61,11
BAT0000719,DELI0000719,POI000355,PROD024,SUP009,WH004,2025-10-11,8,105.61,8
BAT0000720,DELI0000720,POI000356,PROD028,SUP003,WH005,2026-02-08,50,14.01,50
BAT0000721,DELI0000721,POI000356,PROD028,SUP003,WH004,2026-02-18,34,14.01,34
BAT0000722,DELI0000722,POI000356,PROD028,SUP003,WH005,2026-02-15,39,14.01,39
BAT0000723,DELI0000723,POI000357,PROD019,SUP011,WH002,2025-07-31,124,93.93,124
BAT0000724,DELI0000724,POI000358,PROD009,SUP011,WH004,2025-07-31,34,23.99,34
BAT0000725,DELI0000725,POI000357,PROD019,SUP011,WH001,2025-08-05,35,93.93,35
BAT0000726,DELI0000726,POI000358,PROD009,SUP011,WH004,2025-08-05,28,23.99,28
BAT0000727,DELI0000727,POI000357,PROD019,SUP011,WH005,2025-08-10,40,93.93,40
BAT0000728,DELI0000728,POI000358,PROD009,SUP011,WH004,2025-08-10,19,23.99,19
BAT0000729,DELI0000729,POI000359,PROD004,SUP001,WH001,2025-11-16,45,75.78,45
BAT0000730,DELI0000730,POI000359,PROD004,SUP001,WH003,2025-11-23,52,75.78,52
BAT0000731,DELI0000731,POI000360,PROD021,SUP015,WH004,2025-09-21,81,85.85,81
BAT0000732,DELI0000732,POI000360,PROD021,SUP015,WH004,2025-09-17,119,85.85,119
BAT0000733,DELI0000733,POI000361,PROD009,SUP014,WH003,2025-07-13,75,23.02,75
BAT0000734,DELI0000734,POI000362,PROD006,SUP012,WH003,2025-06-22,70,110.43,0
BAT0000735,DELI0000735,POI000362,PROD006,SUP012,WH005,2025-06-22,19,110.43,0
BAT0000736,DELI0000736,POI000362,PROD006,SUP012,WH003,2025-06-28,39,110.43,15
BAT0000737,DELI0000737,POI000363,PROD048,SUP008,WH004,2026-04-15,34,44.57,34
BAT0000738,DELI0000738,POI000363,PROD048,SUP008,WH003,2026-04-18,28,44.57,28
BAT0000739,DELI0000739,POI000364,PROD047,SUP005,WH001,2025-07-08,68,54.53,64
BAT0000740,DELI0000740,POI000364,PROD047,SUP005,WH004,2025-07-18,23,54.53,23
BAT0000741,DELI0000741,POI000364,PROD047,SUP005,WH001,2025-07-17,51,54.53,51
BAT0000742,DELI0000742,POI000365,PROD022,SUP003,WH002,2025-11-28,27,44.47,27
BAT0000743,DELI0000743,POI000365,PROD022,SUP003,WH005,2025-12-04,13,44.47,13
BAT0000744,DELI0000744,POI000365,PROD022,SUP003,WH001,2025-12-10,21,44.47,21
BAT0000745,DELI0000745,POI000366,PROD030,SUP001,WH003,2025-10-22,66,74.36,66
BAT0000746,DELI0000746,POI000367,PROD025,SUP001,WH002,2025-10-22,60,83.76,60
BAT0000747,DELI0000747,POI000366,PROD030,SUP001,WH002,2025-10-26,45,74.36,45
BAT0000748,DELI0000748,POI000367,PROD025,SUP001,WH005,2025-10-26,22,83.76,22
BAT0000749,DELI0000749,POI000366,PROD030,SUP001,WH002,2025-10-20,61,74.36,61
BAT0000750,DELI0000750,POI000367,PROD025,SUP001,WH001,2025-10-20,15,83.76,15
BAT0000751,DELI0000751,POI000368,PROD037,SUP008,WH002,2026-03-09,64,21.41,64
BAT0000752,DELI0000752,POI000368,PROD037,SUP008,WH005,2026-03-11,115,21.41,115
BAT0000753,DELI0000753,POI000369,PROD012,SUP013,WH002,2025-01-30,67,105.11,0
BAT0000754,DELI0000754,POI000369,PROD012,SUP013,WH003,2025-02-02,33,105.11,0
BAT0000755,DELI0000755,POI000369,PROD012,SUP013,WH002,2025-02-04,58,105.11,0
BAT0000756,DELI0000756,POI000370,PROD019,SUP011,WH001,2025-08-21,135,109.14,135
BAT0000757,DELI0000757,POI000370,PROD019,SUP011,WH003,2025-08-27,73,109.14,73
BAT0000758,DELI0000758,POI000371,PROD033,SUP001,WH002,2025-12-30,149,39.15,149
BAT0000759,DELI0000759,POI000372,PROD004,SUP007,WH003,2025-02-22,40,92.84,0
BAT0000760,DELI0000760,POI000372,PROD004,SUP007,WH002,2025-02-25,37,92.84,0
BAT0000761,DELI0000761,POI000373,PROD040,SUP001,WH001,2025-03-13,85,73.06,0
BAT0000762,DELI0000762,POI000373,PROD040,SUP001,WH002,2025-03-30,70,73.06,0
BAT0000763,DELI0000763,POI000373,PROD040,SUP001,WH001,2025-03-28,61,73.06,0
BAT0000764,DELI0000764,POI000374,PROD013,SUP013,WH002,2025-06-01,86,85.91,86
BAT0000765,DELI0000765,POI000375,PROD010,SUP013,WH005,2025-06-01,47,57.02,0
BAT0000766,DELI0000766,POI000374,PROD013,SUP013,WH003,2025-06-04,55,85.91,55
BAT0000767,DELI0000767,POI000375,PROD010,SUP013,WH001,2025-06-04,38,57.02,14
BAT0000768,DELI0000768,POI000374,PROD013,SUP013,WH002,2025-06-12,59,85.91,59
BAT0000769,DELI0000769,POI000375,PROD010,SUP013,WH003,2025-06-12,35,57.02,35
BAT0000770,DELI0000770,POI000376,PROD016,SUP012,WH002,2026-02-03,102,33.3,102
BAT0000771,DELI0000771,POI000376,PROD016,SUP012,WH004,2026-01-28,46,33.3,46
BAT0000772,DELI0000772,POI000377,PROD041,SUP007,WH001,2026-03-19,34,59.64,34
BAT0000773,DELI0000773,POI000377,PROD041,SUP007,WH001,2026-03-23,21,59.64,21
BAT0000774,DELI0000774,POI000377,PROD041,SUP007,WH004,2026-03-29,18,59.64,18
BAT0000775,DELI0000775,POI000378,PROD045,SUP009,WH003,2025-05-07,57,106.24,57
BAT0000776,DELI0000776,POI000379,PROD024,SUP009,WH005,2025-08-13,67,104.05,67
BAT0000777,DELI0000777,POI000380,PROD044,SUP009,WH001,2025-08-13,130,44.69,130
BAT0000778,DELI0000778,POI000381,PROD040,SUP013,WH005,2025-06-06,36,83.18,36
BAT0000779,DELI0000779,POI000381,PROD040,SUP013,WH002,2025-06-12,84,83.18,84
BAT0000780,DELI0000780,POI000382,PROD034,SUP015,WH001,2026-03-18,42,48.87,42
BAT0000781,DELI0000781,POI000383,PROD015,SUP015,WH005,2026-03-18,203,60.09,203
BAT0000782,DELI0000782,POI000384,PROD013,SUP013,WH004,2025-04-28,76,86.21,0
BAT0000783,DELI0000783,POI000384,PROD013,SUP013,WH001,2025-05-02,54,86.21,0
BAT0000784,DELI0000784,POI000384,PROD013,SUP013,WH001,2025-05-05,28,86.21,0
BAT0000785,DELI0000785,POI000385,PROD032,SUP013,WH004,2025-03-22,48,109.0,35
BAT0000786,DELI0000786,POI000386,PROD042,SUP012,WH001,2026-03-23,32,112.59,32
BAT0000787,DELI0000787,POI000386,PROD042,SUP012,WH004,2026-03-27,18,112.59,18
BAT0000788,DELI0000788,POI000386,PROD042,SUP012,WH004,2026-03-30,25,112.59,25
BAT0000789,DELI0000789,POI000387,PROD004,SUP013,WH001,2025-10-07,121,90.11,121
BAT0000790,DELI0000790,POI000388,PROD003,SUP005,WH005,2026-04-15,26,102.75,26
BAT0000791,DELI0000791,POI000388,PROD003,SUP005,WH002,2026-04-19,29,102.75,29
BAT0000792,DELI0000792,POI000388,PROD003,SUP005,WH001,2026-04-25,14,102.75,14
BAT0000793,DELI0000793,POI000389,PROD013,SUP008,WH003,2025-09-09,28,85.26,28
BAT0000794,DELI0000794,POI000389,PROD013,SUP008,WH005,2025-09-09,19,85.26,19
BAT0000795,DELI0000795,POI000390,PROD009,SUP011,WH005,2025-07-03,52,24.26,52
BAT0000796,DELI0000796,POI000391,PROD039,SUP002,WH003,2025-11-14,93,30.74,93
BAT0000797,DELI0000797,POI000392,PROD017,SUP004,WH005,2025-10-11,126,65.49,126
BAT0000798,DELI0000798,POI000393,PROD042,SUP001,WH003,2025-02-05,35,89.11,0
BAT0000799,DELI0000799,POI000393,PROD042,SUP001,WH004,2025-02-07,14,89.11,0
BAT0000800,DELI0000800,POI000393,PROD042,SUP001,WH005,2025-02-09,12,89.11,0
BAT0000801,DELI0000801,POI000394,PROD032,SUP001,WH004,2025-04-06,65,102.4,65
BAT0000802,DELI0000802,POI000394,PROD032,SUP001,WH001,2025-04-07,152,102.4,152
BAT0000803,DELI0000803,POI000395,PROD008,SUP003,WH001,2025-12-17,128,91.69,128
BAT0000804,DELI0000804,POI000396,PROD025,SUP001,WH005,2025-04-02,65,83.76,0
BAT0000805,DELI0000805,POI000397,PROD040,SUP001,WH002,2025-04-02,143,73.06,112
BAT0000806,DELI0000806,POI000398,PROD026,SUP011,WH004,2025-08-25,156,29.73,156
BAT0000807,DELI0000807,POI000399,PROD037,SUP002,WH004,2025-03-25,30,24.88,0
BAT0000808,DELI0000808,POI000400,PROD005,SUP002,WH003,2025-03-25,70,19.48,37
BAT0000809,DELI0000809,POI000399,PROD037,SUP002,WH004,2025-03-29,65,24.88,0
BAT0000810,DELI0000810,POI000400,PROD005,SUP002,WH004,2025-03-29,136,19.48,136
BAT0000811,DELI0000811,POI000401,PROD039,SUP013,WH001,2025-02-28,134,31.72,6
BAT0000812,DELI0000812,POI000402,PROD038,SUP013,WH003,2025-02-28,88,65.54,0
BAT0000813,DELI0000813,POI000403,PROD010,SUP013,WH004,2025-02-28,49,53.92,0
BAT0000814,DELI0000814,POI000401,PROD039,SUP013,WH003,2025-03-01,81,31.72,81
BAT0000815,DELI0000815,POI000402,PROD038,SUP013,WH003,2025-03-01,58,65.54,0
BAT0000816,DELI0000816,POI000403,PROD010,SUP013,WH003,2025-03-01,36,53.92,0
BAT0000817,DELI0000817,POI000404,PROD045,SUP010,WH004,2026-04-01,38,106.23,38
BAT0000818,DELI0000818,POI000404,PROD045,SUP010,WH001,2026-04-05,37,106.23,37
BAT0000819,DELI0000819,POI000405,PROD032,SUP005,WH001,2025-03-02,83,115.32,0
BAT0000820,DELI0000820,POI000406,PROD034,SUP013,WH004,2025-06-04,181,46.67,181
BAT0000821,DELI0000821,POI000407,PROD022,SUP008,WH003,2025-10-11,29,53.16,29
BAT0000822,DELI0000822,POI000407,PROD022,SUP008,WH002,2025-10-15,65,53.16,65
BAT0000823,DELI0000823,POI000408,PROD018,SUP014,WH001,2026-01-20,141,14.07,141
BAT0000824,DELI0000824,POI000409,PROD017,SUP006,WH005,2025-02-07,35,67.7,0
BAT0000825,DELI0000825,POI000409,PROD017,SUP006,WH005,2025-02-15,65,67.7,0
BAT0000826,DELI0000826,POI000410,PROD035,SUP005,WH001,2026-03-21,48,65.68,48
BAT0000827,DELI0000827,POI000410,PROD035,SUP005,WH004,2026-03-26,38,65.68,38
BAT0000828,DELI0000828,POI000410,PROD035,SUP005,WH003,2026-03-28,56,65.68,56
BAT0000829,DELI0000829,POI000411,PROD026,SUP008,WH004,2025-02-24,34,27.95,0
BAT0000830,DELI0000830,POI000411,PROD026,SUP008,WH001,2025-03-02,30,27.95,0
BAT0000831,DELI0000831,POI000412,PROD008,SUP012,WH005,2025-01-17,123,97.9,0
BAT0000832,DELI0000832,POI000413,PROD043,SUP012,WH003,2025-01-17,114,79.97,0
BAT0000833,DELI0000833,POI000412,PROD008,SUP012,WH003,2025-02-09,53,97.9,53
BAT0000834,DELI0000834,POI000413,PROD043,SUP012,WH001,2025-02-09,81,79.97,81
BAT0000835,DELI0000835,POI000414,PROD024,SUP009,WH005,2025-02-12,31,119.55,0
BAT0000836,DELI0000836,POI000415,PROD045,SUP009,WH002,2025-02-12,30,112.08,0
BAT0000837,DELI0000837,POI000414,PROD024,SUP009,WH002,2025-02-18,66,119.55,0
BAT0000838,DELI0000838,POI000415,PROD045,SUP009,WH004,2025-02-18,22,112.08,0
BAT0000839,DELI0000839,POI000416,PROD026,SUP009,WH001,2025-03-10,137,31.63,0
BAT0000840,DELI0000840,POI000417,PROD020,SUP009,WH003,2025-03-10,59,85.07,59
BAT0000841,DELI0000841,POI000416,PROD026,SUP009,WH005,2025-03-14,78,31.63,65
BAT0000842,DELI0000842,POI000417,PROD020,SUP009,WH003,2025-03-14,59,85.07,59
BAT0000843,DELI0000843,POI000418,PROD012,SUP013,WH003,2025-05-15,33,111.06,33
BAT0000844,DELI0000844,POI000419,PROD039,SUP013,WH005,2025-05-15,30,33.08,30
BAT0000845,DELI0000845,POI000420,PROD016,SUP013,WH002,2025-05-15,34,36.68,34
BAT0000846,DELI0000846,POI000418,PROD012,SUP013,WH004,2025-05-16,21,111.06,21
BAT0000847,DELI0000847,POI000419,PROD039,SUP013,WH005,2025-05-16,53,33.08,53
BAT0000848,DELI0000848,POI000420,PROD016,SUP013,WH005,2025-05-16,66,36.68,66
BAT0000849,DELI0000849,POI000421,PROD017,SUP006,WH005,2026-02-08,146,75.35,146
BAT0000850,DELI0000850,POI000422,PROD023,SUP012,WH005,2025-03-17,43,115.7,0
BAT0000851,DELI0000851,POI000422,PROD023,SUP012,WH003,2025-03-21,33,115.7,0
BAT0000852,DELI0000852,POI000423,PROD033,SUP001,WH002,2025-05-25,147,39.15,147
BAT0000853,DELI0000853,POI000424,PROD003,SUP005,WH003,2025-07-07,64,105.01,64
BAT0000854,DELI0000854,POI000425,PROD045,SUP009,WH003,2026-01-31,109,93.32,109
BAT0000855,DELI0000855,POI000426,PROD007,SUP009,WH001,2026-01-31,77,102.86,77
BAT0000856,DELI0000856,POI000425,PROD045,SUP009,WH002,2026-02-05,61,93.32,61
BAT0000857,DELI0000857,POI000426,PROD007,SUP009,WH002,2026-02-05,39,102.86,39
BAT0000858,DELI0000858,POI000427,PROD024,SUP009,WH004,2025-09-19,143,108.88,143
BAT0000859,DELI0000859,POI000427,PROD024,SUP009,WH001,2025-09-20,21,108.88,21
BAT0000860,DELI0000860,POI000427,PROD024,SUP009,WH002,2025-09-24,44,108.88,44
BAT0000861,DELI0000861,POI000428,PROD027,SUP005,WH001,2025-11-18,134,61.76,134
BAT0000862,DELI0000862,POI000429,PROD029,SUP005,WH001,2025-11-18,190,27.84,190
BAT0000863,DELI0000863,POI000430,PROD019,SUP011,WH005,2025-07-03,51,94.66,51
BAT0000864,DELI0000864,POI000431,PROD007,SUP011,WH002,2025-07-03,99,88.29,99
BAT0000865,DELI0000865,POI000430,PROD019,SUP011,WH004,2025-07-08,80,94.66,80
BAT0000866,DELI0000866,POI000431,PROD007,SUP011,WH004,2025-07-08,83,88.29,83
BAT0000867,DELI0000867,POI000432,PROD017,SUP004,WH003,2025-05-22,101,73.74,96
BAT0000868,DELI0000868,POI000433,PROD011,SUP009,WH003,2025-11-17,137,54.72,137
BAT0000869,DELI0000869,POI000433,PROD011,SUP009,WH003,2025-11-25,61,54.72,61
