event_id,object_id,object_type
EV009691,SO000598,Sales Order
EV009691,CUST088,Customer
EV009692,SO000598,Sales Order
EV009692,SOI0001203,Sales Order Item
EV009692,PROD012,Product
EV009693,SO000598,Sales Order
EV009693,SOI0001203,Sales Order Item
EV009693,PROD012,Product
EV009693,BAT0000755,Batch
EV009693,CUST088,Customer
EV009693,SALE0001191,Sale
EV009694,PROD012,Product
EV009694,BAT0000755,Batch
EV009694,CUST088,Customer
EV009694,SALE0001191,Sale
EV009695,SO000598,Sales Order
EV009695,SOI0001204,Sales Order Item
EV009695,PROD018,Product
EV009696,SO000598,Sales Order
EV009696,SOI0001204,Sales Order Item
EV009696,PROD018,Product
EV009696,BAT0001213,Batch
EV009696,CUST088,Customer
EV009696,SALE0001192,Sale
EV009697,PROD018,Product
EV009697,BAT0001213,Batch
EV009697,CUST088,Customer
EV009697,SALE0001192,Sale
EV009698,SO000599,Sales Order
EV009698,CUST054,Customer
EV009699,SO000599,Sales Order
EV009699,SOI0001205,Sales Order Item
EV009699,PROD037,Product
EV009700,SO000599,Sales Order
EV009700,SOI0001205,Sales Order Item
EV009700,PROD037,Product
EV009700,BAT0000807,Batch
EV009700,CUST054,Customer
EV009700,SALE0001193,Sale
EV009701,PROD037,Product
EV009701,BAT0000807,Batch
EV009701,CUST054,Customer
EV009701,SALE0001193,Sale
EV009702,SO000600,Sales Order
EV009702,CUST068,Customer
EV009703,SO000600,Sales Order
EV009703,SOI0001206,Sales Order Item
EV009703,PROD026,Product
EV009704,SO000600,Sales Order
EV009704,SOI0001206,Sales Order Item
EV009704,PROD026,Product
EV009704,BAT0000839,Batch
EV009704,CUST068,Customer
EV009704,SALE0001194,Sale
EV009705,PROD026,Product
EV009705,BAT0000839,Batch
EV009705,CUST068,Customer
EV009705,SALE0001194,Sale
EV009706,SO000600,Sales Order
EV009706,SOI0001207,Sales Order Item
EV009706,PROD019,Product
EV009707,SO000600,Sales Order
EV009707,SOI0001207,Sales Order Item
EV009707,PROD019,Product
EV009707,BAT0000460,Batch
EV009707,CUST068,Customer
EV009707,SALE0001195,Sale
EV009708,PROD019,Product
EV009708,BAT0000460,Batch
EV009708,CUST068,Customer
EV009708,SALE0001195,Sale
EV009709,SO000600,Sales Order
EV009709,SOI0001208,Sales Order Item
EV009709,PROD038,Product
EV009710,SO000600,Sales Order
EV009710,SOI0001208,Sales Order Item
EV009710,PROD038,Product
EV009710,BAT0000812,Batch
EV009710,CUST068,Customer
EV009710,SALE0001196,Sale
EV009711,PROD038,Product
EV009711,BAT0000812,Batch
EV009711,CUST068,Customer
EV009711,SALE0001196,Sale
EV009712,SO000601,Sales Order
EV009712,CUST089,Customer
EV009713,SO000601,Sales Order
EV009713,SOI0001209,Sales Order Item
EV009713,PROD021,Product
EV009714,SO000601,Sales Order
EV009714,SOI0001209,Sales Order Item
EV009714,PROD021,Product
EV009714,BAT0000124,Batch
EV009714,CUST089,Customer
EV009714,SALE0001197,Sale
EV009715,PROD021,Product
EV009715,BAT0000124,Batch
EV009715,CUST089,Customer
EV009715,SALE0001197,Sale
EV009716,SO000601,Sales Order
EV009716,SOI0001210,Sales Order Item
EV009716,PROD016,Product
EV009717,SO000601,Sales Order
EV009717,SOI0001210,Sales Order Item
EV009717,PROD016,Product
EV009717,BAT0000370,Batch
EV009717,CUST089,Customer
EV009717,SALE0001198,Sale
EV009718,PROD016,Product
EV009718,BAT0000370,Batch
EV009718,CUST089,Customer
EV009718,SALE0001198,Sale
EV009719,SO000602,Sales Order
EV009719,CUST099,Customer
EV009720,SO000602,Sales Order
EV009720,SOI0001211,Sales Order Item
EV009720,PROD040,Product
EV009721,SO000602,Sales Order
EV009721,SOI0001211,Sales Order Item
EV009721,PROD040,Product
EV009721,BAT0000763,Batch
EV009721,CUST099,Customer
EV009721,SALE0001199,Sale
EV009722,PROD040,Product
EV009722,BAT0000763,Batch
EV009722,CUST099,Customer
EV009722,SALE0001199,Sale
EV009723,SO000602,Sales Order
EV009723,SOI0001212,Sales Order Item
EV009723,PROD025,Product
EV009724,SO000602,Sales Order
EV009724,SOI0001212,Sales Order Item
EV009724,PROD025,Product
EV009724,BAT0000623,Batch
EV009724,CUST099,Customer
EV009724,SALE0001200,Sale
EV009725,PROD025,Product
EV009725,BAT0000623,Batch
EV009725,CUST099,Customer
EV009725,SALE0001200,Sale
EV009726,SO000602,Sales Order
EV009726,SOI0001213,Sales Order Item
EV009726,PROD044,Product
EV009727,SO000602,Sales Order
EV009727,SOI0001213,Sales Order Item
EV009727,PROD044,Product
EV009727,BAT0001048,Batch
EV009727,CUST099,Customer
EV009727,SALE0001201,Sale
EV009728,PROD044,Product
EV009728,BAT0001048,Batch
EV009728,CUST099,Customer
EV009728,SALE0001201,Sale
EV009729,RET0000087,Return
EV009729,SALE0001201,Sale
EV009729,PROD044,Product
EV009729,BAT0001048,Batch
EV009729,CUST099,Customer
EV009730,SO000603,Sales Order
EV009730,CUST005,Customer
EV009731,SO000603,Sales Order
EV009731,SOI0001214,Sales Order Item
EV009731,PROD033,Product
EV009732,SO000603,Sales Order
EV009732,SOI0001214,Sales Order Item
EV009732,PROD033,Product
EV009732,BAT0000716,Batch
EV009732,CUST005,Customer
EV009732,SALE0001202,Sale
EV009733,PROD033,Product
EV009733,BAT0000716,Batch
EV009733,CUST005,Customer
EV009733,SALE0001202,Sale
EV009734,SO000603,Sales Order
EV009734,SOI0001215,Sales Order Item
EV009734,PROD024,Product
EV009735,SO000603,Sales Order
EV009735,SOI0001215,Sales Order Item
EV009735,PROD024,Product
EV009735,BAT0000462,Batch
EV009735,CUST005,Customer
EV009735,SALE0001203,Sale
EV009736,PROD024,Product
EV009736,BAT0000462,Batch
EV009736,CUST005,Customer
EV009736,SALE0001203,Sale
EV009737,SO000603,Sales Order
EV009737,SOI0001216,Sales Order Item
EV009737,PROD001,Product
EV009738,SO000603,Sales Order
EV009738,SOI0001216,Sales Order Item
EV009738,PROD001,Product
EV009738,BAT0001071,Batch
EV009738,CUST005,Customer
EV009738,SALE0001204,Sale
EV009739,PROD001,Product
EV009739,BAT0001071,Batch
EV009739,CUST005,Customer
EV009739,SALE0001204,Sale
EV009740,SO000604,Sales Order
EV009740,CUST021,Customer
EV009741,SO000604,Sales Order
EV009741,SOI0001217,Sales Order Item
EV009741,PROD024,Product
EV009742,SO000604,Sales Order
EV009742,SOI0001217,Sales Order Item
EV009742,PROD024,Product
EV009742,BAT0000462,Batch
EV009742,CUST021,Customer
EV009742,SALE0001205,Sale
EV009743,PROD024,Product
EV009743,BAT0000462,Batch
EV009743,CUST021,Customer
EV009743,SALE0001205,Sale
EV009744,SO000604,Sales Order
EV009744,SOI0001218,Sales Order Item
EV009744,PROD020,Product
EV009745,SO000604,Sales Order
EV009745,SOI0001218,Sales Order Item
EV009745,PROD020,Product
EV009745,BAT0001210,Batch
EV009745,CUST021,Customer
EV009745,SALE0001206,Sale
EV009746,PROD020,Product
EV009746,BAT0001210,Batch
EV009746,CUST021,Customer
EV009746,SALE0001206,Sale
EV009747,SO000605,Sales Order
EV009747,CUST086,Customer
EV009748,SO000605,Sales Order
EV009748,SOI0001219,Sales Order Item
EV009748,PROD012,Product
EV009749,SO000605,Sales Order
EV009749,SOI0001219,Sales Order Item
EV009749,PROD012,Product
EV009749,BAT0000755,Batch
EV009749,CUST086,Customer
EV009749,SALE0001207,Sale
EV009750,PROD012,Product
EV009750,BAT0000755,Batch
EV009750,CUST086,Customer
EV009750,SALE0001207,Sale
EV009751,SO000605,Sales Order
EV009751,SOI0001220,Sales Order Item
EV009751,PROD042,Product
EV009752,SO000605,Sales Order
EV009752,SOI0001220,Sales Order Item
EV009752,PROD042,Product
EV009752,BAT0001180,Batch
EV009752,CUST086,Customer
EV009752,SALE0001208,Sale
EV009753,PROD042,Product
EV009753,BAT0001180,Batch
EV009753,CUST086,Customer
EV009753,SALE0001208,Sale
EV009754,SO000606,Sales Order
EV009754,CUST071,Customer
EV009755,SO000606,Sales Order
EV009755,SOI0001221,Sales Order Item
EV009755,PROD042,Product
EV009756,SO000606,Sales Order
EV009756,SOI0001221,Sales Order Item
EV009756,PROD042,Product
EV009756,BAT0001180,Batch
EV009756,CUST071,Customer
EV009756,SALE0001209,Sale
EV009757,PROD042,Product
EV009757,BAT0001180,Batch
EV009757,CUST071,Customer
EV009757,SALE0001209,Sale
EV009758,SO000606,Sales Order
EV009758,SOI0001222,Sales Order Item
EV009758,PROD003,Product
EV009759,SO000606,Sales Order
EV009759,SOI0001222,Sales Order Item
EV009759,PROD003,Product
EV009759,BAT0000291,Batch
EV009759,CUST071,Customer
EV009759,SALE0001210,Sale
EV009760,PROD003,Product
EV009760,BAT0000291,Batch
EV009760,CUST071,Customer
EV009760,SALE0001210,Sale
EV009761,SO000607,Sales Order
EV009761,CUST001,Customer
EV009762,SO000607,Sales Order
EV009762,SOI0001223,Sales Order Item
EV009762,PROD018,Product
EV009763,SO000607,Sales Order
EV009763,SOI0001223,Sales Order Item
EV009763,PROD018,Product
EV009763,BAT0001213,Batch
EV009763,CUST001,Customer
EV009763,SALE0001211,Sale
EV009764,PROD018,Product
EV009764,BAT0001213,Batch
EV009764,CUST001,Customer
EV009764,SALE0001211,Sale
EV009765,SO000608,Sales Order
EV009765,CUST009,Customer
EV009766,SO000608,Sales Order
EV009766,SOI0001224,Sales Order Item
EV009766,PROD014,Product
EV009767,SO000608,Sales Order
EV009767,SOI0001224,Sales Order Item
EV009767,PROD014,Product
EV009767,BAT0000211,Batch
EV009767,CUST009,Customer
EV009767,SALE0001212,Sale
EV009768,PROD014,Product
EV009768,BAT0000211,Batch
EV009768,CUST009,Customer
EV009768,SALE0001212,Sale
EV009769,SO000608,Sales Order
EV009769,SOI0001225,Sales Order Item
EV009769,PROD044,Product
EV009770,SO000608,Sales Order
EV009770,SOI0001225,Sales Order Item
EV009770,PROD044,Product
EV009770,BAT0001048,Batch
EV009770,CUST009,Customer
EV009770,SALE0001213,Sale
EV009771,PROD044,Product
EV009771,BAT0001048,Batch
EV009771,CUST009,Customer
EV009771,SALE0001213,Sale
EV009772,SO000608,Sales Order
EV009772,SOI0001226,Sales Order Item
EV009772,PROD047,Product
EV009773,SO000608,Sales Order
EV009773,SOI0001226,Sales Order Item
EV009773,PROD047,Product
EV009773,BAT0000001,Batch
EV009773,CUST009,Customer
EV009773,SALE0001214,Sale
EV009774,PROD047,Product
EV009774,BAT0000001,Batch
EV009774,CUST009,Customer
EV009774,SALE0001214,Sale
EV009775,SO000609,Sales Order
EV009775,CUST019,Customer
EV009776,SO000609,Sales Order
EV009776,SOI0001227,Sales Order Item
EV009776,PROD041,Product
EV009777,SO000609,Sales Order
EV009777,SOI0001227,Sales Order Item
EV009777,PROD041,Product
EV009777,BAT0000433,Batch
EV009777,CUST019,Customer
EV009777,SALE0001215,Sale
EV009778,PROD041,Product
EV009778,BAT0000433,Batch
EV009778,CUST019,Customer
EV009778,SALE0001215,Sale
EV009779,SO000609,Sales Order
EV009779,SOI0001228,Sales Order Item
EV009779,PROD007,Product
EV009780,SO000609,Sales Order
EV009780,SOI0001228,Sales Order Item
EV009780,PROD007,Product
EV009780,BAT0000686,Batch
EV009780,CUST019,Customer
EV009780,SALE0001216,Sale
EV009781,PROD007,Product
EV009781,BAT0000686,Batch
EV009781,CUST019,Customer
EV009781,SALE0001216,Sale
EV009782,SO000609,Sales Order
EV009782,SOI0001229,Sales Order Item
EV009782,PROD013,Product
EV009783,SO000609,Sales Order
EV009783,SOI0001229,Sales Order Item
EV009783,PROD013,Product
EV009783,BAT0000782,Batch
EV009783,CUST019,Customer
EV009783,SALE0001217,Sale
EV009784,PROD013,Product
EV009784,BAT0000782,Batch
EV009784,CUST019,Customer
EV009784,SALE0001217,Sale
EV009785,SO000610,Sales Order
EV009785,CUST099,Customer
EV009786,SO000610,Sales Order
EV009786,SOI0001230,Sales Order Item
EV009786,PROD022,Product
EV009787,SO000610,Sales Order
EV009787,SOI0001230,Sales Order Item
EV009787,PROD022,Product
EV009787,BAT0000430,Batch
EV009787,CUST099,Customer
EV009787,SALE0001218,Sale
EV009788,PROD022,Product
EV009788,BAT0000430,Batch
EV009788,CUST099,Customer
EV009788,SALE0001218,Sale
EV009789,SO000610,Sales Order
EV009789,SOI0001231,Sales Order Item
EV009789,PROD025,Product
EV009790,SO000610,Sales Order
EV009790,SOI0001231,Sales Order Item
EV009790,PROD025,Product
EV009790,BAT0000623,Batch
EV009790,CUST099,Customer
EV009790,SALE0001219,Sale
EV009791,PROD025,Product
EV009791,BAT0000623,Batch
EV009791,CUST099,Customer
EV009791,SALE0001219,Sale
EV009792,SO000611,Sales Order
EV009792,CUST031,Customer
EV009793,SO000611,Sales Order
EV009793,SOI0001232,Sales Order Item
EV009793,PROD042,Product
EV009794,SO000611,Sales Order
EV009794,SOI0001232,Sales Order Item
EV009794,PROD042,Product
EV009794,BAT0001183,Batch
EV009794,CUST031,Customer
EV009794,SALE0001220,Sale
EV009795,PROD042,Product
EV009795,BAT0001183,Batch
EV009795,CUST031,Customer
EV009795,SALE0001220,Sale
EV009796,SO000611,Sales Order
EV009796,SOI0001233,Sales Order Item
EV009796,PROD011,Product
EV009797,SO000611,Sales Order
EV009797,SOI0001233,Sales Order Item
EV009797,PROD011,Product
EV009797,BAT0001139,Batch
EV009797,CUST031,Customer
EV009797,SALE0001221,Sale
EV009798,PROD011,Product
EV009798,BAT0001139,Batch
EV009798,CUST031,Customer
EV009798,SALE0001221,Sale
EV009799,SO000611,Sales Order
EV009799,SOI0001234,Sales Order Item
EV009799,PROD038,Product
EV009800,SO000611,Sales Order
EV009800,SOI0001234,Sales Order Item
EV009800,PROD038,Product
EV009800,BAT0000812,Batch
EV009800,CUST031,Customer
EV009800,SALE0001222,Sale
EV009801,PROD038,Product
EV009801,BAT0000812,Batch
EV009801,CUST031,Customer
EV009801,SALE0001222,Sale
EV009802,SO000612,Sales Order
EV009802,CUST056,Customer
EV009803,SO000612,Sales Order
EV009803,SOI0001235,Sales Order Item
EV009803,PROD037,Product
EV009804,SO000612,Sales Order
EV009804,SOI0001235,Sales Order Item
EV009804,PROD037,Product
EV009804,BAT0000809,Batch
EV009804,CUST056,Customer
EV009804,SALE0001223,Sale
EV009805,PROD037,Product
EV009805,BAT0000809,Batch
EV009805,CUST056,Customer
EV009805,SALE0001223,Sale
EV009806,SO000613,Sales Order
EV009806,CUST098,Customer
EV009807,SO000613,Sales Order
EV009807,SOI0001236,Sales Order Item
EV009807,PROD042,Product
EV009808,SO000613,Sales Order
EV009808,SOI0001236,Sales Order Item
EV009808,PROD042,Product
EV009808,BAT0001183,Batch
EV009808,CUST098,Customer
EV009808,SALE0001224,Sale
EV009809,PROD042,Product
EV009809,BAT0001183,Batch
EV009809,CUST098,Customer
EV009809,SALE0001224,Sale
EV009810,SO000613,Sales Order
EV009810,SOI0001237,Sales Order Item
EV009810,PROD038,Product
EV009811,SO000613,Sales Order
EV009811,SOI0001237,Sales Order Item
EV009811,PROD038,Product
EV009811,BAT0000812,Batch
EV009811,CUST098,Customer
EV009811,SALE0001225,Sale
EV009812,PROD038,Product
EV009812,BAT0000812,Batch
EV009812,CUST098,Customer
EV009812,SALE0001225,Sale
EV009813,SO000613,Sales Order
EV009813,SOI0001238,Sales Order Item
EV009813,PROD016,Product
EV009814,SO000613,Sales Order
EV009814,SOI0001238,Sales Order Item
EV009814,PROD016,Product
EV009814,BAT0000370,Batch
EV009814,CUST098,Customer
EV009814,SALE0001226,Sale
EV009815,PROD016,Product
EV009815,BAT0000370,Batch
EV009815,CUST098,Customer
EV009815,SALE0001226,Sale
EV009816,RET0000088,Return
EV009816,SALE0001226,Sale
EV009816,PROD016,Product
EV009816,BAT0000370,Batch
EV009816,CUST098,Customer
EV009817,SO000614,Sales Order
EV009817,CUST029,Customer
EV009818,SO000614,Sales Order
EV009818,SOI0001239,Sales Order Item
EV009818,PROD026,Product
EV009819,SO000614,Sales Order
EV009819,SOI0001239,Sales Order Item
EV009819,PROD026,Product
EV009819,BAT0000839,Batch
EV009819,CUST029,Customer
EV009819,SALE0001227,Sale
EV009820,PROD026,Product
EV009820,BAT0000839,Batch
EV009820,CUST029,Customer
EV009820,SALE0001227,Sale
EV009821,RET0000089,Return
EV009821,SALE0001227,Sale
EV009821,PROD026,Product
EV009821,BAT0000839,Batch
EV009821,CUST029,Customer
EV009822,SO000615,Sales Order
EV009822,CUST030,Customer
EV009823,SO000615,Sales Order
EV009823,SOI0001240,Sales Order Item
EV009823,PROD006,Product
EV009824,SO000615,Sales Order
EV009824,SOI0001240,Sales Order Item
EV009824,PROD006,Product
EV009824,BAT0000735,Batch
EV009824,CUST030,Customer
EV009824,SALE0001228,Sale
EV009825,PROD006,Product
EV009825,BAT0000735,Batch
EV009825,CUST030,Customer
EV009825,SALE0001228,Sale
EV009826,SO000616,Sales Order
EV009826,CUST081,Customer
EV009827,SO000616,Sales Order
EV009827,SOI0001241,Sales Order Item
EV009827,PROD029,Product
EV009828,SO000616,Sales Order
EV009828,SOI0001241,Sales Order Item
EV009828,PROD029,Product
EV009828,BAT0000913,Batch
EV009828,CUST081,Customer
EV009828,SALE0001229,Sale
EV009829,PROD029,Product
EV009829,BAT0000913,Batch
EV009829,CUST081,Customer
EV009829,SALE0001229,Sale
EV009830,SO000616,Sales Order
EV009830,SOI0001242,Sales Order Item
EV009830,PROD004,Product
EV009831,SO000616,Sales Order
EV009831,SOI0001242,Sales Order Item
EV009831,PROD004,Product
EV009831,BAT0000602,Batch
EV009831,CUST081,Customer
EV009831,SALE0001230,Sale
EV009832,PROD004,Product
EV009832,BAT0000602,Batch
EV009832,CUST081,Customer
EV009832,SALE0001230,Sale
EV009833,SO000617,Sales Order
EV009833,CUST050,Customer
EV009834,SO000617,Sales Order
EV009834,SOI0001243,Sales Order Item
EV009834,PROD007,Product
EV009835,SO000617,Sales Order
EV009835,SOI0001243,Sales Order Item
EV009835,PROD007,Product
EV009835,BAT0000686,Batch
EV009835,CUST050,Customer
EV009835,SALE0001231,Sale
EV009836,PROD007,Product
EV009836,BAT0000686,Batch
EV009836,CUST050,Customer
EV009836,SALE0001231,Sale
EV009837,SO000618,Sales Order
EV009837,CUST052,Customer
EV009838,SO000618,Sales Order
EV009838,SOI0001244,Sales Order Item
EV009838,PROD010,Product
EV009839,SO000618,Sales Order
EV009839,SOI0001244,Sales Order Item
EV009839,PROD010,Product
EV009839,BAT0000813,Batch
EV009839,CUST052,Customer
EV009839,SALE0001232,Sale
EV009840,PROD010,Product
EV009840,BAT0000813,Batch
EV009840,CUST052,Customer
EV009840,SALE0001232,Sale
EV009841,SO000618,Sales Order
EV009841,SOI0001245,Sales Order Item
EV009841,PROD030,Product
EV009842,SO000618,Sales Order
EV009842,SOI0001245,Sales Order Item
EV009842,PROD030,Product
EV009842,BAT0000505,Batch
EV009842,CUST052,Customer
EV009842,SALE0001233,Sale
EV009843,PROD030,Product
EV009843,BAT0000505,Batch
EV009843,CUST052,Customer
EV009843,SALE0001233,Sale
EV009844,SO000618,Sales Order
EV009844,SOI0001246,Sales Order Item
EV009844,PROD014,Product
EV009845,SO000618,Sales Order
EV009845,SOI0001246,Sales Order Item
EV009845,PROD014,Product
EV009845,BAT0000211,Batch
EV009845,CUST052,Customer
EV009845,SALE0001234,Sale
EV009846,PROD014,Product
EV009846,BAT0000211,Batch
EV009846,CUST052,Customer
EV009846,SALE0001234,Sale
EV009847,SO000619,Sales Order
EV009847,CUST037,Customer
EV009848,SO000619,Sales Order
EV009848,SOI0001247,Sales Order Item
EV009848,PROD005,Product
EV009849,SO000619,Sales Order
EV009849,SOI0001247,Sales Order Item
EV009849,PROD005,Product
EV009849,BAT0000539,Batch
EV009849,CUST037,Customer
EV009849,SALE0001235,Sale
EV009850,PROD005,Product
EV009850,BAT0000539,Batch
EV009850,CUST037,Customer
EV009850,SALE0001235,Sale
EV009851,SO000619,Sales Order
EV009851,SOI0001248,Sales Order Item
EV009851,PROD035,Product
EV009852,SO000619,Sales Order
EV009852,SOI0001248,Sales Order Item
EV009852,PROD035,Product
EV009852,BAT0000886,Batch
EV009852,CUST037,Customer
EV009852,SALE0001236,Sale
EV009853,PROD035,Product
EV009853,BAT0000886,Batch
EV009853,CUST037,Customer
EV009853,SALE0001236,Sale
EV009854,SO000619,Sales Order
EV009854,SOI0001249,Sales Order Item
EV009854,PROD021,Product
EV009855,SO000619,Sales Order
EV009855,SOI0001249,Sales Order Item
EV009855,PROD021,Product
EV009855,BAT0000124,Batch
EV009855,CUST037,Customer
EV009855,SALE0001237,Sale
EV009856,PROD021,Product
EV009856,BAT0000124,Batch
EV009856,CUST037,Customer
EV009856,SALE0001237,Sale
EV009857,SO000620,Sales Order
EV009857,CUST019,Customer
EV009858,SO000620,Sales Order
EV009858,SOI0001250,Sales Order Item
EV009858,PROD032,Product
EV009859,SO000620,Sales Order
EV009859,SOI0001250,Sales Order Item
EV009859,PROD032,Product
EV009859,BAT0000112,Batch
EV009859,CUST019,Customer
EV009859,SALE0001238,Sale
EV009860,PROD032,Product
EV009860,BAT0000112,Batch
EV009860,CUST019,Customer
EV009860,SALE0001238,Sale
EV009861,SO000620,Sales Order
EV009861,SOI0001251,Sales Order Item
EV009861,PROD024,Product
EV009862,SO000620,Sales Order
EV009862,SOI0001251,Sales Order Item
EV009862,PROD024,Product
EV009862,BAT0000462,Batch
EV009862,CUST019,Customer
EV009862,SALE0001239,Sale
EV009863,PROD024,Product
EV009863,BAT0000462,Batch
EV009863,CUST019,Customer
EV009863,SALE0001239,Sale
EV009864,SO000620,Sales Order
EV009864,SOI0001252,Sales Order Item
EV009864,PROD038,Product
EV009865,SO000620,Sales Order
EV009865,SOI0001252,Sales Order Item
EV009865,PROD038,Product
EV009865,BAT0000812,Batch
EV009865,CUST019,Customer
EV009865,SALE0001240,Sale
EV009866,PROD038,Product
EV009866,BAT0000812,Batch
EV009866,CUST019,Customer
EV009866,SALE0001240,Sale
EV009867,SO000621,Sales Order
EV009867,CUST082,Customer
EV009868,SO000621,Sales Order
EV009868,SOI0001253,Sales Order Item
EV009868,PROD032,Product
EV009869,SO000621,Sales Order
EV009869,SOI0001253,Sales Order Item
EV009869,PROD032,Product
EV009869,BAT0000112,Batch
EV009869,CUST082,Customer
EV009869,SALE0001241,Sale
EV009870,PROD032,Product
EV009870,BAT0000112,Batch
EV009870,CUST082,Customer
EV009870,SALE0001241,Sale
EV009871,SO000622,Sales Order
EV009871,CUST075,Customer
EV009872,SO000622,Sales Order
EV009872,SOI0001254,Sales Order Item
EV009872,PROD020,Product
EV009873,SO000622,Sales Order
EV009873,SOI0001254,Sales Order Item
EV009873,PROD020,Product
EV009873,BAT0001210,Batch
EV009873,CUST075,Customer
EV009873,SALE0001242,Sale
EV009874,PROD020,Product
EV009874,BAT0001210,Batch
EV009874,CUST075,Customer
EV009874,SALE0001242,Sale
EV009875,SO000622,Sales Order
EV009875,SOI0001255,Sales Order Item
EV009875,PROD019,Product
EV009876,SO000622,Sales Order
EV009876,SOI0001255,Sales Order Item
EV009876,PROD019,Product
EV009876,BAT0000460,Batch
EV009876,CUST075,Customer
EV009876,SALE0001243,Sale
EV009877,PROD019,Product
EV009877,BAT0000460,Batch
EV009877,CUST075,Customer
EV009877,SALE0001243,Sale
EV009878,SO000623,Sales Order
EV009878,CUST051,Customer
EV009879,SO000623,Sales Order
EV009879,SOI0001256,Sales Order Item
EV009879,PROD039,Product
EV009880,SO000623,Sales Order
EV009880,SOI0001256,Sales Order Item
EV009880,PROD039,Product
EV009880,BAT0000811,Batch
EV009880,CUST051,Customer
EV009880,SALE0001244,Sale
EV009881,PROD039,Product
EV009881,BAT0000811,Batch
EV009881,CUST051,Customer
EV009881,SALE0001244,Sale
EV009882,SO000624,Sales Order
EV009882,CUST084,Customer
EV009883,SO000624,Sales Order
EV009883,SOI0001257,Sales Order Item
EV009883,PROD047,Product
EV009884,SO000624,Sales Order
EV009884,SOI0001257,Sales Order Item
EV009884,PROD047,Product
EV009884,BAT0000001,Batch
EV009884,CUST084,Customer
EV009884,SALE0001245,Sale
EV009885,PROD047,Product
EV009885,BAT0000001,Batch
EV009885,CUST084,Customer
EV009885,SALE0001245,Sale
EV009886,SO000625,Sales Order
EV009886,CUST007,Customer
EV009887,SO000625,Sales Order
EV009887,SOI0001258,Sales Order Item
EV009887,PROD006,Product
EV009888,SO000625,Sales Order
EV009888,SOI0001258,Sales Order Item
EV009888,PROD006,Product
EV009888,BAT0000735,Batch
EV009888,CUST007,Customer
EV009888,SALE0001246,Sale
EV009889,PROD006,Product
EV009889,BAT0000735,Batch
EV009889,CUST007,Customer
EV009889,SALE0001246,Sale
EV009890,SO000625,Sales Order
EV009890,SOI0001259,Sales Order Item
EV009890,PROD007,Product
EV009891,SO000625,Sales Order
EV009891,SOI0001259,Sales Order Item
EV009891,PROD007,Product
EV009891,BAT0000688,Batch
EV009891,CUST007,Customer
EV009891,SALE0001247,Sale
EV009892,PROD007,Product
EV009892,BAT0000688,Batch
EV009892,CUST007,Customer
EV009892,SALE0001247,Sale
EV009893,SO000626,Sales Order
EV009893,CUST029,Customer
EV009894,SO000626,Sales Order
EV009894,SOI0001260,Sales Order Item
EV009894,PROD031,Product
EV009895,SO000626,Sales Order
EV009895,SOI0001260,Sales Order Item
EV009895,PROD031,Product
EV009895,BAT0001132,Batch
EV009895,CUST029,Customer
EV009895,SALE0001248,Sale
EV009896,PROD031,Product
EV009896,BAT0001132,Batch
EV009896,CUST029,Customer
EV009896,SALE0001248,Sale
EV009897,SO000627,Sales Order
EV009897,CUST082,Customer
EV009898,SO000627,Sales Order
EV009898,SOI0001261,Sales Order Item
EV009898,PROD048,Product
EV009899,SO000627,Sales Order
EV009899,SOI0001261,Sales Order Item
EV009899,PROD048,Product
EV009899,BAT0000507,Batch
EV009899,CUST082,Customer
EV009899,SALE0001249,Sale
EV009900,PROD048,Product
EV009900,BAT0000507,Batch
EV009900,CUST082,Customer
EV009900,SALE0001249,Sale
EV009901,SO000627,Sales Order
EV009901,SOI0001262,Sales Order Item
EV009901,PROD019,Product
EV009902,SO000627,Sales Order
EV009902,SOI0001262,Sales Order Item
EV009902,PROD019,Product
EV009902,BAT0000460,Batch
EV009902,CUST082,Customer
EV009902,SALE0001250,Sale
EV009903,PROD019,Product
EV009903,BAT0000460,Batch
EV009903,CUST082,Customer
EV009903,SALE0001250,Sale
EV009904,SO000628,Sales Order
EV009904,CUST087,Customer
EV009905,SO000628,Sales Order
EV009905,SOI0001263,Sales Order Item
EV009905,PROD045,Product
EV009906,SO000628,Sales Order
EV009906,SOI0001263,Sales Order Item
EV009906,PROD045,Product
EV009906,BAT0000032,Batch
EV009906,CUST087,Customer
EV009906,SALE0001251,Sale
EV009907,PROD045,Product
EV009907,BAT0000032,Batch
EV009907,CUST087,Customer
EV009907,SALE0001251,Sale
EV009908,SO000628,Sales Order
EV009908,SOI0001264,Sales Order Item
EV009908,PROD043,Product
EV009909,SO000628,Sales Order
EV009909,SOI0001264,Sales Order Item
EV009909,PROD043,Product
EV009909,BAT0000180,Batch
EV009909,CUST087,Customer
EV009909,SALE0001252,Sale
EV009910,PROD043,Product
EV009910,BAT0000180,Batch
EV009910,CUST087,Customer
EV009910,SALE0001252,Sale
EV009911,SO000629,Sales Order
EV009911,CUST078,Customer
EV009912,SO000629,Sales Order
EV009912,SOI0001265,Sales Order Item
EV009912,PROD017,Product
EV009913,SO000629,Sales Order
EV009913,SOI0001265,Sales Order Item
EV009913,PROD017,Product
EV009913,BAT0000825,Batch
EV009913,CUST078,Customer
EV009913,SALE0001253,Sale
EV009914,PROD017,Product
EV009914,BAT0000825,Batch
EV009914,CUST078,Customer
EV009914,SALE0001253,Sale
EV009915,SO000630,Sales Order
