delivery_item_id,delivery_id,po_item_id,product_id,quantity
DELI0001116,DEL000834,POI000560,PROD041,100
DELI0001117,DEL000835,POI000561,PROD005,65
DELI0001118,DEL000836,POI000561,PROD005,114
DELI0001119,DEL000837,POI000562,PROD023,20
DELI0001120,DEL000838,POI000562,PROD023,25
DELI0001121,DEL000839,POI000562,PROD023,22
DELI0001122,DEL000840,POI000563,PROD033,73
DELI0001123,DEL000841,POI000564,PROD033,24
DELI0001124,DEL000842,POI000564,PROD033,34
DELI0001125,DEL000843,POI000565,PROD032,98
DELI0001126,DEL000844,POI000565,PROD032,100
DELI0001127,DEL000845,POI000566,PROD028,157
DELI0001128,DEL000846,POI000567,PROD036,33
DELI0001129,DEL000847,POI000567,PROD036,8
DELI0001130,DEL000848,POI000567,PROD036,7
DELI0001131,DEL000849,POI000568,PROD037,90
DELI0001132,DEL000849,POI000569,PROD031,53
DELI0001133,DEL000850,POI000570,PROD026,74
DELI0001134,DEL000851,POI000570,PROD026,14
DELI0001135,DEL000852,POI000570,PROD026,28
DELI0001136,DEL000853,POI000571,PROD011,23
DELI0001137,DEL000853,POI000572,PROD007,105
DELI0001138,DEL000853,POI000573,PROD020,22
DELI0001139,DEL000854,POI000571,PROD011,55
DELI0001140,DEL000854,POI000572,PROD007,114
DELI0001141,DEL000854,POI000573,PROD020,20
DELI0001142,DEL000855,POI000574,PROD031,39
DELI0001143,DEL000855,POI000575,PROD040,37
DELI0001144,DEL000856,POI000574,PROD031,31
DELI0001145,DEL000856,POI000575,PROD040,43
DELI0001146,DEL000857,POI000574,PROD031,44
DELI0001147,DEL000857,POI000575,PROD040,29
DELI0001148,DEL000858,POI000576,PROD001,82
DELI0001149,DEL000858,POI000577,PROD027,25
DELI0001150,DEL000858,POI000578,PROD008,68
DELI0001151,DEL000859,POI000576,PROD001,71
DELI0001152,DEL000859,POI000577,PROD027,7
DELI0001153,DEL000859,POI000578,PROD008,32
DELI0001154,DEL000860,POI000576,PROD001,40
DELI0001155,DEL000860,POI000577,PROD027,13
DELI0001156,DEL000860,POI000578,PROD008,40
DELI0001157,DEL000861,POI000579,PROD036,65
DELI0001158,DEL000861,POI000580,PROD033,103
DELI0001159,DEL000862,POI000581,PROD020,98
DELI0001160,DEL000863,POI000581,PROD020,64
DELI0001161,DEL000864,POI000582,PROD026,43
DELI0001162,DEL000864,POI000583,PROD027,104
DELI0001163,DEL000865,POI000582,PROD026,14
DELI0001164,DEL000865,POI000583,PROD027,41
DELI0001165,DEL000866,POI000582,PROD026,26
DELI0001166,DEL000866,POI000583,PROD027,52
DELI0001167,DEL000867,POI000584,PROD041,131
DELI0001168,DEL000868,POI000584,PROD041,59
DELI0001169,DEL000869,POI000585,PROD028,78
DELI0001170,DEL000869,POI000586,PROD015,50
DELI0001171,DEL000870,POI000585,PROD028,54
DELI0001172,DEL000870,POI000586,PROD015,10
DELI0001173,DEL000871,POI000585,PROD028,72
DELI0001174,DEL000871,POI000586,PROD015,13
DELI0001175,DEL000872,POI000587,PROD047,72
DELI0001176,DEL000873,POI000587,PROD047,18
DELI0001177,DEL000874,POI000587,PROD047,15
DELI0001178,DEL000875,POI000588,PROD021,69
DELI0001179,DEL000876,POI000588,PROD021,56
DELI0001180,DEL000877,POI000589,PROD042,31
DELI0001181,DEL000877,POI000590,PROD016,31
DELI0001182,DEL000877,POI000591,PROD043,50
DELI0001183,DEL000878,POI000589,PROD042,68
DELI0001184,DEL000878,POI000590,PROD016,41
DELI0001185,DEL000878,POI000591,PROD043,37
DELI0001186,DEL000879,POI000592,PROD019,17
DELI0001187,DEL000879,POI000593,PROD022,60
DELI0001188,DEL000880,POI000592,PROD019,25
DELI0001189,DEL000880,POI000593,PROD022,65
DELI0001190,DEL000881,POI000594,PROD021,57
DELI0001191,DEL000882,POI000594,PROD021,102
DELI0001192,DEL000883,POI000595,PROD039,48
DELI0001193,DEL000884,POI000595,PROD039,70
DELI0001194,DEL000885,POI000596,PROD045,29
DELI0001195,DEL000886,POI000596,PROD045,36
DELI0001196,DEL000887,POI000596,PROD045,25
DELI0001197,DEL000888,POI000597,PROD034,36
DELI0001198,DEL000889,POI000597,PROD034,55
DELI0001199,DEL000890,POI000598,PROD048,54
DELI0001200,DEL000891,POI000598,PROD048,61
DELI0001201,DEL000892,POI000599,PROD035,57
DELI0001202,DEL000893,POI000599,PROD035,36
DELI0001203,DEL000894,POI000600,PROD024,51
DELI0001204,DEL000895,POI000601,PROD030,45
DELI0001205,DEL000896,POI000601,PROD030,28
DELI0001206,DEL000897,POI000602,PROD030,30
DELI0001207,DEL000897,POI000603,PROD036,21
DELI0001208,DEL000898,POI000602,PROD030,66
DELI0001209,DEL000898,POI000603,PROD036,41
DELI0001210,DEL000899,POI000604,PROD020,116
DELI0001211,DEL000900,POI000604,PROD020,64
DELI0001212,DEL000901,POI000605,PROD027,70
DELI0001213,DEL000901,POI000606,PROD018,93
DELI0001214,DEL000902,POI000605,PROD027,17
DELI0001215,DEL000902,POI000606,PROD018,44
DELI0001216,DEL000903,POI000605,PROD027,18
DELI0001217,DEL000903,POI000606,PROD018,49
DELI0001218,DEL000904,POI000607,PROD019,41
DELI0001219,DEL000905,POI000607,PROD019,39
DELI0001220,DEL000906,POI000607,PROD019,58
DELI0001221,DEL000907,POI000608,PROD040,122
DELI0001222,DEL000908,POI000608,PROD040,82
DELI0001223,DEL000909,POI000609,PROD012,175
DELI0001224,DEL000909,POI000610,PROD046,89
DELI0001225,DEL000909,POI000611,PROD048,81
DELI0001226,DEL000910,POI000612,PROD019,36
DELI0001227,DEL000910,POI000613,PROD009,36
DELI0001228,DEL000911,POI000612,PROD019,32
DELI0001229,DEL000911,POI000613,PROD009,41
DELI0001230,DEL000912,POI000614,PROD043,56
DELI0001231,DEL000913,POI000614,PROD043,21
DELI0001232,DEL000914,POI000614,PROD043,32
DELI0001233,DEL000915,POI000615,PROD042,190
DELI0001234,DEL000916,POI000616,PROD046,14
DELI0001235,DEL000917,POI000616,PROD046,15
DELI0001236,DEL000918,POI000616,PROD046,18
DELI0001237,DEL000919,POI000617,PROD001,94
DELI0001238,DEL000919,POI000618,PROD026,61
DELI0001239,DEL000919,POI000619,PROD043,158
DELI0001240,DEL000920,POI000620,PROD024,22
DELI0001241,DEL000921,POI000620,PROD024,33
DELI0001242,DEL000922,POI000621,PROD002,107
DELI0001243,DEL000923,POI000621,PROD002,87
DELI0001244,DEL000924,POI000622,PROD042,82
DELI0001245,DEL000925,POI000622,PROD042,33
DELI0001246,DEL000926,POI000622,PROD042,30
DELI0001247,DEL000927,POI000623,PROD022,192
DELI0001248,DEL000928,POI000624,PROD021,34
DELI0001249,DEL000929,POI000624,PROD021,56
DELI0001250,DEL000930,POI000625,PROD010,153
DELI0001251,DEL000930,POI000626,PROD028,91
DELI0001252,DEL000931,POI000627,PROD043,109
DELI0001253,DEL000932,POI000627,PROD043,30
DELI0001254,DEL000933,POI000627,PROD043,23
DELI0001255,DEL000934,POI000628,PROD045,26
DELI0001256,DEL000935,POI000628,PROD045,42
DELI0001257,DEL000936,POI000629,PROD002,115
DELI0001258,DEL000936,POI000630,PROD005,84
DELI0001259,DEL000937,POI000629,PROD002,80
DELI0001260,DEL000937,POI000630,PROD005,69
DELI0001261,DEL000938,POI000631,PROD022,86
DELI0001262,DEL000939,POI000631,PROD022,39
DELI0001263,DEL000940,POI000631,PROD022,28
DELI0001264,DEL000941,POI000632,PROD002,57
DELI0001265,DEL000941,POI000633,PROD017,77
DELI0001266,DEL000942,POI000632,PROD002,25
DELI0001267,DEL000942,POI000633,PROD017,36
DELI0001268,DEL000943,POI000632,PROD002,35
DELI0001269,DEL000943,POI000633,PROD017,81
DELI0001270,DEL000944,POI000634,PROD003,101
DELI0001271,DEL000945,POI000634,PROD003,24
DELI0001272,DEL000946,POI000634,PROD003,38
DELI0001273,DEL000947,POI000635,PROD002,95
DELI0001274,DEL000948,POI000635,PROD002,53
DELI0001275,DEL000949,POI000636,PROD002,30
DELI0001276,DEL000950,POI000636,PROD002,15
DELI0001277,DEL000951,POI000636,PROD002,35
DELI0001278,DEL000952,POI000637,PROD016,166
DELI0001279,DEL000953,POI000638,PROD018,47
DELI0001280,DEL000953,POI000639,PROD044,126
DELI0001281,DEL000954,POI000638,PROD018,28
DELI0001282,DEL000954,POI000639,PROD044,68
DELI0001283,DEL000955,POI000640,PROD043,37
DELI0001284,DEL000956,POI000640,PROD043,30
DELI0001285,DEL000957,POI000640,PROD043,51
DELI0001286,DEL000958,POI000641,PROD014,83
DELI0001287,DEL000958,POI000642,PROD007,71
DELI0001288,DEL000958,POI000643,PROD047,96
DELI0001289,DEL000959,POI000644,PROD022,185
DELI0001290,DEL000960,POI000645,PROD037,18
DELI0001291,DEL000961,POI000645,PROD037,32
DELI0001292,DEL000962,POI000646,PROD036,94
DELI0001293,DEL000963,POI000646,PROD036,122
DELI0001294,DEL000964,POI000647,PROD013,25
DELI0001295,DEL000964,POI000648,PROD048,84
DELI0001296,DEL000964,POI000649,PROD043,30
DELI0001297,DEL000965,POI000647,PROD013,22
DELI0001298,DEL000965,POI000648,PROD048,19
DELI0001299,DEL000965,POI000649,PROD043,21
DELI0001300,DEL000966,POI000647,PROD013,33
DELI0001301,DEL000966,POI000648,PROD048,22
DELI0001302,DEL000966,POI000649,PROD043,15
DELI0001303,DEL000967,POI000650,PROD028,73
DELI0001304,DEL000968,POI000650,PROD028,42
DELI0001305,DEL000969,POI000650,PROD028,25
DELI0001306,DEL000970,POI000651,PROD015,65
DELI0001307,DEL000971,POI000651,PROD015,125
DELI0001308,DEL000972,POI000652,PROD040,58
DELI0001309,DEL000972,POI000653,PROD023,41
DELI0001310,DEL000973,POI000652,PROD040,36
DELI0001311,DEL000973,POI000653,PROD023,62
DELI0001312,DEL000974,POI000652,PROD040,19
DELI0001313,DEL000974,POI000653,PROD023,28
DELI0001314,DEL000975,POI000654,PROD044,197
DELI0001315,DEL000975,POI000655,PROD014,134
DELI0001316,DEL000976,POI000656,PROD003,140
DELI0001317,DEL000977,POI000657,PROD040,70
DELI0001318,DEL000977,POI000658,PROD004,77
DELI0001319,DEL000978,POI000657,PROD040,40
DELI0001320,DEL000978,POI000658,PROD004,59
DELI0001321,DEL000979,POI000657,PROD040,35
DELI0001322,DEL000979,POI000658,PROD004,64
DELI0001323,DEL000980,POI000659,PROD010,68
DELI0001324,DEL000981,POI000659,PROD010,128
DELI0001325,DEL000982,POI000660,PROD036,95
DELI0001326,DEL000983,POI000660,PROD036,43
DELI0001327,DEL000984,POI000660,PROD036,52
DELI0001328,DEL000985,POI000661,PROD034,99
DELI0001329,DEL000986,POI000662,PROD040,173
DELI0001330,DEL000987,POI000663,PROD034,64
DELI0001331,DEL000988,POI000663,PROD034,35
DELI0001332,DEL000989,POI000663,PROD034,75
DELI0001333,DEL000990,POI000664,PROD041,37
DELI0001334,DEL000991,POI000664,PROD041,16
DELI0001335,DEL000992,POI000664,PROD041,31
DELI0001336,DEL000993,POI000665,PROD020,78
DELI0001337,DEL000994,POI000665,PROD020,22
DELI0001338,DEL000995,POI000665,PROD020,26
DELI0001339,DEL000996,POI000666,PROD004,67
DELI0001340,DEL000996,POI000667,PROD033,57
DELI0001341,DEL000997,POI000666,PROD004,99
DELI0001342,DEL000997,POI000667,PROD033,61
DELI0001343,DEL000998,POI000668,PROD040,58
DELI0001344,DEL000999,POI000669,PROD027,81
DELI0001345,DEL001000,POI000669,PROD027,41
DELI0001346,DEL001001,POI000669,PROD027,23
DELI0001347,DEL001002,POI000670,PROD038,123
DELI0001348,DEL001002,POI000671,PROD045,66
DELI0001349,DEL001003,POI000670,PROD038,48
DELI0001350,DEL001003,POI000671,PROD045,40
DELI0001351,DEL001004,POI000670,PROD038,34
DELI0001352,DEL001004,POI000671,PROD045,19
DELI0001353,DEL001005,POI000672,PROD043,180
DELI0001354,DEL001006,POI000673,PROD001,61
DELI0001355,DEL001006,POI000674,PROD016,48
DELI0001356,DEL001007,POI000673,PROD001,54
DELI0001357,DEL001007,POI000674,PROD016,31
DELI0001358,DEL001008,POI000673,PROD001,39
DELI0001359,DEL001008,POI000674,PROD016,41
DELI0001360,DEL001009,POI000675,PROD040,213
DELI0001361,DEL001010,POI000676,PROD043,164
DELI0001362,DEL001010,POI000677,PROD023,102
DELI0001363,DEL001011,POI000678,PROD007,102
DELI0001364,DEL001012,POI000678,PROD007,52
DELI0001365,DEL001013,POI000679,PROD047,99
DELI0001366,DEL001014,POI000679,PROD047,74
