sales_order_id,customer_id,order_date,sales_channel
SO001241,CUST065,2025-06-30,Online
SO001242,CUST015,2026-01-23,B2B Direct
SO001243,CUST070,2025-10-28,Retail Store
SO001244,CUST050,2025-08-20,Marketplace
SO001245,CUST003,2025-10-06,Retail Store
SO001246,CUST046,2025-07-14,Online
SO001247,CUST059,2025-12-02,Online
SO001248,CUST018,2025-06-12,B2B Direct
SO001249,CUST088,2026-03-14,Marketplace
SO001250,CUST012,2025-11-01,Online
SO001251,CUST071,2026-04-24,Marketplace
SO001252,CUST040,2026-04-29,Retail Store
SO001253,CUST071,2025-09-06,Marketplace
SO001254,CUST028,2026-02-03,Retail Store
SO001255,CUST038,2026-04-14,Online
SO001256,CUST075,2025-06-27,Online
SO001257,CUST001,2025-08-26,B2B Direct
SO001258,CUST017,2026-02-17,Retail Store
SO001259,CUST090,2025-04-05,Retail Store
SO001260,CUST037,2025-05-14,Marketplace
SO001261,CUST067,2025-12-28,B2B Direct
SO001262,CUST035,2025-09-05,B2B Direct
SO001263,CUST055,2025-08-26,B2B Direct
SO001264,CUST044,2026-05-04,Retail Store
SO001265,CUST057,2025-12-25,Online
SO001266,CUST080,2025-11-26,Online
SO001267,CUST020,2025-05-27,Marketplace
SO001268,CUST050,2025-09-16,Marketplace
SO001269,CUST053,2025-06-10,Retail Store
SO001270,CUST033,2026-02-04,Online
SO001271,CUST058,2025-12-09,B2B Direct
SO001272,CUST073,2025-10-20,Online
SO001273,CUST006,2026-05-30,Marketplace
SO001274,CUST002,2026-06-10,B2B Direct
SO001275,CUST049,2025-10-01,Marketplace
SO001276,CUST036,2025-10-16,Retail Store
SO001277,CUST026,2025-08-02,Online
SO001278,CUST007,2025-07-31,Online
SO001279,CUST099,2025-12-05,Retail Store
SO001280,CUST073,2025-12-01,B2B Direct
SO001281,CUST037,2026-04-21,Online
SO001282,CUST034,2026-02-09,Marketplace
SO001283,CUST056,2026-03-04,Online
SO001284,CUST021,2025-08-12,B2B Direct
SO001285,CUST035,2025-04-18,Marketplace
SO001286,CUST099,2025-05-31,Marketplace
SO001287,CUST078,2026-03-18,Marketplace
SO001288,CUST008,2026-05-27,B2B Direct
SO001289,CUST040,2025-07-11,Online
SO001290,CUST009,2025-06-21,Marketplace
SO001291,CUST025,2026-01-10,Retail Store
SO001292,CUST036,2026-04-11,B2B Direct
SO001293,CUST099,2025-07-24,Marketplace
SO001294,CUST017,2026-03-28,B2B Direct
SO001295,CUST042,2026-01-09,Retail Store
SO001296,CUST089,2025-04-17,Marketplace
SO001297,CUST092,2026-01-02,Online
SO001298,CUST054,2026-05-22,B2B Direct
SO001299,CUST034,2026-05-20,Marketplace
SO001300,CUST034,2025-05-05,Marketplace
SO001301,CUST044,2026-02-07,B2B Direct
SO001302,CUST078,2025-05-25,Retail Store
SO001303,CUST092,2025-07-26,B2B Direct
SO001304,CUST098,2025-09-21,Online
SO001305,CUST079,2025-06-24,Retail Store
SO001306,CUST031,2025-12-21,Online
SO001307,CUST058,2025-11-03,B2B Direct
SO001308,CUST059,2026-05-17,Marketplace
SO001309,CUST003,2026-04-07,Retail Store
SO001310,CUST002,2025-05-12,Online
SO001311,CUST040,2025-10-06,Marketplace
SO001312,CUST072,2026-03-31,Marketplace
SO001313,CUST054,2025-08-30,Marketplace
SO001314,CUST048,2026-03-11,Retail Store
SO001315,CUST100,2025-06-26,Marketplace
SO001316,CUST023,2025-07-28,B2B Direct
SO001317,CUST050,2025-07-14,Online
SO001318,CUST083,2025-11-06,Online
SO001319,CUST087,2026-04-08,Retail Store
SO001320,CUST045,2026-03-08,Online
SO001321,CUST024,2026-01-11,Marketplace
SO001322,CUST086,2026-04-28,Retail Store
SO001323,CUST039,2025-04-01,Retail Store
SO001324,CUST078,2026-05-28,Retail Store
SO001325,CUST081,2026-05-11,Retail Store
SO001326,CUST043,2026-03-02,Retail Store
SO001327,CUST042,2025-12-12,Online
SO001328,CUST078,2025-10-03,Marketplace
SO001329,CUST079,2025-12-12,Online
SO001330,CUST062,2026-01-03,Marketplace
SO001331,CUST078,2025-09-12,Retail Store
SO001332,CUST008,2025-05-09,B2B Direct
SO001333,CUST049,2026-05-28,B2B Direct
SO001334,CUST098,2026-05-02,Online
SO001335,CUST099,2026-02-05,Marketplace
SO001336,CUST081,2026-06-08,Marketplace
SO001337,CUST039,2025-09-18,B2B Direct
SO001338,CUST075,2026-06-07,B2B Direct
SO001339,CUST086,2025-07-18,Marketplace
SO001340,CUST029,2026-03-14,Online
SO001341,CUST082,2026-02-27,Marketplace
SO001342,CUST088,2026-04-12,Online
SO001343,CUST027,2026-01-24,Marketplace
SO001344,CUST030,2026-02-10,Retail Store
SO001345,CUST075,2026-01-17,Online
SO001346,CUST021,2025-06-18,Online
SO001347,CUST068,2026-02-07,Online
SO001348,CUST045,2025-05-27,B2B Direct
SO001349,CUST045,2025-05-03,B2B Direct
SO001350,CUST057,2026-03-26,Marketplace
SO001351,CUST059,2025-10-02,B2B Direct
SO001352,CUST030,2025-12-31,Marketplace
SO001353,CUST044,2025-07-13,Marketplace
SO001354,CUST035,2026-05-14,Marketplace
SO001355,CUST078,2026-02-27,Retail Store
SO001356,CUST084,2025-08-07,Marketplace
SO001357,CUST094,2026-01-14,Marketplace
SO001358,CUST089,2025-12-09,Online
SO001359,CUST021,2025-12-12,Marketplace
SO001360,CUST014,2025-07-03,B2B Direct
SO001361,CUST082,2025-06-12,Retail Store
SO001362,CUST079,2025-05-14,Online
SO001363,CUST100,2025-12-08,Marketplace
SO001364,CUST020,2025-06-19,B2B Direct
SO001365,CUST045,2026-05-17,Online
SO001366,CUST010,2026-04-14,B2B Direct
SO001367,CUST054,2025-06-19,B2B Direct
SO001368,CUST039,2026-02-02,B2B Direct
SO001369,CUST016,2025-11-12,Marketplace
SO001370,CUST064,2026-05-08,Online
SO001371,CUST099,2026-04-16,Retail Store
SO001372,CUST048,2026-01-20,B2B Direct
SO001373,CUST023,2025-07-03,Marketplace
SO001374,CUST091,2025-07-26,B2B Direct
SO001375,CUST053,2025-07-08,Marketplace
SO001376,CUST043,2025-10-08,Online
SO001377,CUST008,2025-04-17,Retail Store
SO001378,CUST013,2026-01-18,Marketplace
SO001379,CUST075,2025-08-27,Retail Store
SO001380,CUST010,2025-05-26,Marketplace
SO001381,CUST078,2026-04-15,Marketplace
SO001382,CUST056,2025-06-08,B2B Direct
SO001383,CUST006,2025-08-15,Online
SO001384,CUST027,2025-09-18,Retail Store
SO001385,CUST025,2025-12-30,Online
SO001386,CUST082,2025-10-07,Marketplace
SO001387,CUST050,2025-10-25,Retail Store
SO001388,CUST022,2025-06-27,Online
SO001389,CUST058,2025-11-01,Retail Store
SO001390,CUST005,2025-07-24,Retail Store
SO001391,CUST066,2026-03-11,Retail Store
SO001392,CUST038,2026-04-08,Online
SO001393,CUST085,2026-06-11,Retail Store
SO001394,CUST013,2025-12-04,Online
SO001395,CUST078,2026-04-14,Marketplace
SO001396,CUST039,2026-04-18,Online
SO001397,CUST086,2025-05-22,B2B Direct
SO001398,CUST008,2025-11-29,Retail Store
SO001399,CUST083,2025-12-15,Marketplace
SO001400,CUST043,2025-09-30,Marketplace
